"event_type" "event_count" "year" "month" "et" "eq" "Env_prec" "Env_temp" "Env_pet" "PAR_swe" "PAR_sm" "PAR_aet" "PAR_sm_perc" "PAR_lf_s" "PAR_lf_q" "PAR_gw_s" "PAR_gwr" "PAR_gw2gw" "PAR_gw2r" "PAR_river_s" "Ev_Qduration" "Ev_t2pd" "Ev_peak" "Ev_temp.cv" "Ev_Pmax.vol.ratio" "Ev_space_cv" "Ev_mean_RM_ant" "Ev_ant_sm" "Ev_space_cv_sm" "Ev_cov_SM_RM_ts_mean" "Ev_snow.cover.cov" "Ev_volumeP" "Ev_volumeR" "Ev_volumeM" "Ev_frozen.cover.cov" "event_type2" "preEv_1d_et" "preEv_1d_eq" "preEv_5d_et" "preEv_5d_eq" "preEv_10d_et" "preEv_10d_eq" "ID" "iparset" "AREA"
"1" 1 1 1993 3 -5.77192982456133 0.431255358259385 0.983557130680999 7.94341178989248 3.02715665707515 -0.391870506508132 -1.65230623583423 2.14879075836655 0.437558842161338 -0.263541196157865 0.0206859174282241 -0.00655627977507934 0.441377535676682 0.00579283530944925 0.01040013504752 0.0165651360092368 19 7 1.71865329815303 0.333251991043032 0.15565852978642 0.488242633757524 0.683329163600348 0.978165886987168 0.0119487071899875 0.00764628248357052 1.0149185712109 31.1992082933748 0.587166250599731 30.6120420427751 0 "S&I" -6.72727272727298 0.0937805166986899 -7.18181818181829 0.0690330220656599 -7.75000000000014 0.0976259156227466 105 9 758
"2" 2 1 1981 12 -1.77777777777778 -0.0616985841974796 13.8906623476299 -1.50424261284523 0.567621148440302 2.77928317673457 0.788016803253528 0.480722825804864 0.508601360521524 0.915089449146035 0.267406577700408 0.0805731198447565 0.504883136387661 0.00546868828347026 0.00989254860089057 0.00223718130703573 9 4 6.38539313984169 0.883254933501122 0.286119784245553 0.232203168252322 -0.00250484072429211 0.991900662872596 0.0125411503948841 0.00170539822747085 0.138224091995732 101.713260898628 101.059759521552 0.653501377076057 0.130558004540158 "S&I" -1.5 -0.245393647109851 3.30000000000001 -0.199140691586334 8.29999999999999 -0.580580532807405 105 9 758
"3" 2 2 1982 12 -5.32857142857143 -0.256697330656214 9.89313789611455 4.69361357558102 0.646330070439095 0.12299781920496 2.76899881571634 0.545315414659681 0.507235301023893 0.990716446206918 0.152566374037221 0.0608616777798822 0.499063946904643 0.00559737983444431 0.0102528330838817 0.062275944202516 7 4 4.8080802110818 0.547583802242049 0.247606221496138 0.273422920882446 0.0868938725013572 0.982479781035069 0.0118168259676399 0.00275456415225161 0.213684748637796 65.091403423922 64.6600641059211 0.431339318000926 0.176986792458908 "S&I" -2.2 0.0483598945042334 -1.73411764705882 -0.0672934046743595 -2.60235294117647 -0.0103001491862962 105 9 758
"4" 2 3 1983 12 -2.125 -0.382229650673338 5.32025145756476 -5.12066481457401 0.601359785281424 0.337874313307972 2.78128953643538 0.414941973003007 0.432514955194495 -0.150863933909942 0.0453766451401224 0.0719749172673871 0.419302124888098 0.00437206751164384 0.00814699823183486 0.0600095701329631 20 4 6.03728548812665 0.881264810984963 0.341669529540682 1.03978544637249 -0.0938396130549232 0.792306625522221 0.0622704219899374 0.0120470532028655 -0.0075415898537312 117.532391401283 116.78991399157 0.742477409712243 0.267611834610946 "S&I" -3.66666666666674 -0.516704853983129 -4.5 -0.270032307620318 -5.45714285714287 -0.184201769393443 105 9 758
"5" 2 4 1989 8 -0.836781609195402 -0.231366498977465 5.04372971112134 1.73140533609769 0.756853372709743 0.0164168674505678 1.96802969728731 0.593187394736006 0.478100615270517 -0.0342358208126733 0.0616890879271957 0.0818208608010079 0.471414372032646 0.0050066094244831 0.00908577710373864 0.0309684524504758 29 5 6.90481899736148 0.801456148427584 0.245903892405788 0.458682146536005 0.127193939070477 0.900053158938728 0.0470410329916862 0.00647350837043625 0.0847795764245157 141.53380788092 140.67005821321 0.863749667710789 0.100437469817198 "S&I" -2.83333333333346 -0.369615235657321 -0.566666666666692 -0.377026474240317 -0.283333333333346 -0.429177024489115 105 9 758
"6" 2 5 1994 12 -1.36607142857142 0.00363713134859901 3.69964500101785 2.83843158788817 0.637429190453542 0.0724192527508741 0.644900650685569 0.515943709076943 0.490330926044809 -0.255017315923297 0.0679351933644894 0.0555093815240507 0.487394141295974 0.00555828764461694 0.0100586621237718 0.025529518539034 20 6 5.19596833773087 1.06964922061656 0.361751095322389 0.359578046164257 0.0228862043213703 0.963635164250799 0.020478354483799 0.00542487577306865 0 64.1061579955561 64.1061579955561 0 0.458001089347346 "S&I" -0.428571428571558 -0.165654318328039 0.394285714285602 -0.164521447754237 0.653369272237179 -0.140571586270378 105 9 758
"7" 3 1 1979 12 0 -0.220449284908774 0.217489006328659 10.085498474229 1.10327529224719 -0.135006697487341 -1.1860249101013 0.870804366949393 0.479936644019398 -0.191372973794372 0.0107070115822891 0.0801865105610169 0.483110501784952 0.00517618408435379 0.00939738137623881 -0.0196992525609756 11 2 1.5828981530343 0.813459633413118 0.439289804590831 0.709372018210714 1.26476730404992 0.96896265460193 0.0174248862990768 0.0142235991897255 2.71601198726433 28.4490397625617 7.16839722594418 21.2806425366175 0 "S&I" 0 -0.592674196458669 0 -0.641364480490272 0 -0.567421709190495 105 9 758
"8" 3 2 1980 2 -5.3974358974359 0.335316537288382 4.7706184251574 3.2534880867571 1.34932435984785 -0.516019452743748 -0.894313585616918 1.15723611098297 0.515650307182474 -0.744245078507157 0.154318648539542 0.0655800253582343 0.517553167904846 0.00582862132668265 0.0105260629455557 -0.00942762544190535 26 6 23.6745118733509 0.723177445804322 0.165448154197105 0.214807014155489 0.0636080879038112 0.996452009860318 0.0101964007391769 0.00037668135483771 0.0722835818161494 177.388543084218 106.638868093644 70.749674990574 0 "S&I" -1.66666666666667 -1.04637300067864 -0.433333333333334 -0.460190762298541 -1.01666666666667 -0.428439895861487 105 9 758
"9" 3 3 1980 3 -5.79761904761904 0.450539783018681 2.56391098410118 3.64102448178796 1.75918055809012 -0.0167424603477794 -0.239240770678076 1.35778258549707 0.470212691058238 0.0254027683821984 0.0265294568443877 0.0104805150109201 0.470024748754259 0.00591614059604706 0.0107127647777869 -0.00907645074015611 6 2 1.40861635883905 0.975776623120401 0.493934221219701 0.303898926868921 0.196544885504862 0.987390599074653 0.00922000783546865 0.00269959978561643 0.181754630103163 23.6838077986081 20.8561806164656 2.8276271821425 0 "S&I" -5.71428571428571 0.301074341696625 -5.66666666666668 0.278889380806393 -5.60714285714286 0.285660306818314 105 9 758
"10" 3 4 1980 4 -3.51004497751125 0.273465899950167 4.48072573230326 8.8233621181136 3.38734450550791 1.73472347597681e-18 -0.582927028344743 2.6139651938826 0.47313620188932 -0.204311662438791 0.0663960034202764 0.01278844738206 0.473361296897605 0.00591585237443364 0.0107460610920234 0.0241944663324795 23 7 4.9248 0.79727742662757 0.220376137249347 0.572072700561503 0.464469254918769 0.978774045715231 0.014737140763443 0.00618026735218347 1.10844379042522 103.767153085546 84.3146950235878 19.4524580619581 0 "S&I" -4.93333333333334 0.270789265137287 -5.2 0.234810323936923 -5.51761904761905 0.305672751411543 105 9 758
