date obs sim event_type event_count hydcase et eq
1979-10-01 0.320523482849604 0.500567342419038 0 0 0 0 0
1979-10-02 0.323145118733509 0.472833497127419 0 0 0 0 0
1979-10-03 0.313570448548813 0.447327720738492 0 0 2 2 -0.459374066515011
1979-10-04 0.309011081794195 0.423903558307984 0 0 -1 1.8 -0.412676754607043
1979-10-05 0.301488126649077 0.40278841472276 0 0 -1 1.6 -0.361171742057263
1979-10-06 0.303311873350924 0.385142633937108 0 0 -1 1.4 -0.300051328223862
1979-10-07 0.305249604221636 0.371349592541356 0 0 -1 1.2 -0.265779720282949
1979-10-08 0.290317678100264 0.357578427210138 0 0 -1 1 -0.244932515288281
1979-10-09 0.284960422163588 0.344342200451387 0 0 -1 0.800000000000001 -0.22159543821438
1979-10-10 0.277551451187335 0.331739381024179 0 0 -1 0.600000000000001 -0.198202725428175
1979-10-11 0.268888654353562 0.31990662151595 0 0 -1 0.400000000000001 -0.174698741217361
1979-10-12 0.274131926121372 0.308888506354674 0 0 -1 0.2 -0.1561848935792
1979-10-13 0.264557255936676 0.304433895284919 0 0 -2 0 -0.140166114227365
1979-10-14 0.273562005277045 0.315340826242508 0 0 1 -0.2 -0.00874295533045764
1979-10-15 0.440206860158311 0.328792410686232 0 0 1 -0.4 0.12268020356645
1979-10-16 0.428238522427441 0.35946095285727 0 0 1 -0.6 0.179155245370213
1979-10-17 0.435077572559367 0.385660352867676 0 0 1 -0.8 0.160682170080833
1979-10-18 0.455024802110818 0.393962065000428 0 0 2 -1 0.142209094791453
1979-10-19 0.413990501319261 0.394611777655669 0 0 -1 -1.66666666666667 0.0685739498017477
1979-10-20 0.354718733509235 0.387470160656847 0 0 -1 -2.33333333333333 -0.0121784862825769
1979-10-21 0.31414036939314 0.377573230541425 0 0 -1 -3 -0.100048213461521
1979-10-22 0.316420052770449 0.367106134590916 0 0 -1 -3.66666666666667 -0.0707031860475111
1979-10-23 0.298182585751979 0.356867068332776 0 0 -1 -4.33333333333333 -0.0712313834947952
1979-10-24 0.279945118733509 0.347224559167436 0 0 -1 -5 -0.101632805803373
1979-10-25 0.29841055408971 0.338042018413198 0 0 -1 -5.66666666666667 -0.0443650009704356
1979-10-26 0.287582058047493 0.328970650461115 0 0 -1 -6.33333333333333 -0.0611006870179478
1979-10-27 0.247915567282322 0.321061146915503 0 0 -2 -7 -0.151839863945909
1979-10-28 0.268660686015831 0.315790260538935 0 0 1 -7 -0.0848051727512865
1979-10-29 0.277893403693931 0.309919939173751 0 0 1 -7 -0.920038353420472
1979-10-30 0.286214248021108 0.304695615424512 0 0 2 -7 -1.61758102677413
1979-10-31 0.27618364116095 0.299984297979908 0 0 -1 -6.5 -1.58193073491991
1979-11-01 0.265355145118734 0.295299703572015 0 0 -2 -6 -1.54628044306569
1979-11-02 0.276069656992084 0.290578046810962 0 0 1 -5.16666666666667 -1.57971089684683
1979-11-03 0.324854881266491 0.288651719168588 0 0 1 -4.33333333333333 -1.59212684533817
1979-11-04 0.27618364116095 0.292453373386214 0 0 1 -3.5 -1.64025435378421
1979-11-05 0.329072295514512 0.751377976726214 0 0 1 -2.66666666666667 -1.56502803744357
1979-11-06 0.809971503957784 2.70751010207343 11 1 1 -1.83333333333333 -0.92647082758354
1979-11-07 6.12699102902375 2.0740207187888 11 1 2 -1 0.428183908083454
1979-11-08 5.62637255936675 3.96613413934084 11 1 -1 -1.2 0.425043036017285
1979-11-09 4.27235461741425 3.45014716545249 11 1 -1 -1.4 0.0780468213314649
1979-11-10 3.25174036939314 4.05762243766971 11 1 -1 -1.6 -0.0946005923305018
1979-11-11 2.51677044854881 3.88608451915194 11 1 -1 -1.8 -0.269597204118435
1979-11-12 1.94833139841689 3.44565501315963 11 1 -2 -2 -0.360091939775151
1979-11-13 2.28116517150396 3.28689106496928 11 1 1 -1.33333333333333 -0.226208776228268
1979-11-14 3.25322216358839 2.80396282019864 11 1 1 -0.666666666666667 -0.0923256126813848
1979-11-15 3.37404538258575 3.23668255139849 11 1 2 0 0.0415575508654982
1979-11-16 3.19007493403694 2.8280524774098 11 1 -1 -0.0909090909090909 0.0549809868503562
1979-11-17 2.53945329815303 2.72081510432658 11 1 -1 -0.181818181818182 -0.0114625646556097
1979-11-18 2.06904063324538 2.41012821961763 11 1 -1 -0.272727272727273 -0.120362904130932
1979-11-19 1.69882005277045 2.18129676838078 11 1 -1 -0.363636363636364 -0.21287303003084
1979-11-20 1.53274511873351 2.02327328196683 0 0 -1 -0.454545454545455 -0.181551033695556
1979-11-21 1.53981213720317 1.79810236607875 0 0 -1 -0.545454545454545 -0.14274430948582
1979-11-22 1.30682849604222 1.60590448840787 0 0 -1 -0.636363636363636 -0.113071472517022
1979-11-23 1.19250237467018 1.40020118428801 0 0 -1 -0.727272727272727 -0.0758968191207676
1979-11-24 1.06575197889182 1.24079207325822 0 0 -1 -0.818181818181818 -0.0437154289455301
1979-11-25 0.959290765171504 1.08439657743537 0 0 -1 -0.909090909090909 -0.0133479305670107
1979-11-26 0.916204749340369 0.963891094160245 0 0 -2 -1 0.0167704499397651
1979-11-27 1.07224907651715 0.900967352457797 3 1 1 -2 0.087807727099115
1979-11-28 1.5828981530343 1.06635095482905 3 1 2 -3 0.158845004258465
1979-11-29 1.4134036939314 1.12081361346421 3 1 -1 -2.72727272727273 0.0944409630903004
1979-11-30 1.33600844327177 1.26273601400745 3 1 -1 -2.45454545454545 0.030036921922136
1979-12-01 1.2649963060686 1.34996298319721 3 1 -1 -2.18181818181818 0.0250915927682015
1979-12-02 1.21130976253298 1.34048098560831 3 1 -1 -1.90909090909091 0.0350109416178247
1979-12-03 1.20025329815303 1.27188239651956 3 1 -1 -1.63636363636364 0.0538565473936327
1979-12-04 1.13847387862797 1.18016146047695 3 1 -1 -1.36363636363637 0.0786529911202306
1979-12-05 1.06894353562005 1.0830722277711 3 1 -1 -1.09090909090909 0.10305559563409
1979-12-06 1.01366121372032 0.977679535738963 3 1 -1 -0.818181818181824 0.126867441328842
1979-12-07 0.971715039577836 0.869185377475142 3 1 -1 -0.545454545454553 0.144190914240422
1979-12-08 0.936493931398417 0.813259572501003 0 0 -1 -0.272727272727276 0.135560896019308
1979-12-09 0.892382058047493 0.785870991663816 0 0 -2 0 0.126930877798195
1979-12-10 1.19911345646438 0.978265415077905 8 1 1 -0.11111111111111 0.209947404156019
1979-12-11 2.26543535620053 1.453002224645 8 1 1 -0.222222222222224 0.323930737348605
1979-12-12 2.93509234828496 1.99390479541086 8 1 1 -0.333333333333329 0.333708829479287
1979-12-13 3.00804221635884 2.29924525016466 8 1 1 -0.444444444444448 0.136158570642355
1979-12-14 2.83581213720317 2.97815394420716 8 1 1 -0.555555555555552 0.022561881215891
1979-12-15 4.634254353562 3.17950903320457 8 1 1 -0.666666666666671 0.294537663960083
1979-12-16 5.52891609498681 3.57700285227991 8 1 1 -0.777777777777776 0.24834789111898
1979-12-17 4.66480211081794 4.31040891117799 8 1 1 -0.888888888888891 0.11770710129695
1979-12-18 6.1314364116095 4.45437670731981 8 1 2 -1 0.186793134066075
1979-12-19 5.18878733509235 5.08395715460102 8 1 -1 -0.941176470588233 0.100358620795443
1979-12-20 4.19176781002639 4.53991981205786 8 1 -1 -0.882352941176473 -0.00980123914686042
1979-12-21 3.42157678100264 4.51733327546177 8 1 -1 -0.823529411764713 -0.0738578206061032
1979-12-22 2.94147546174143 3.49203536811933 8 1 -1 -0.764705882352945 -0.0440098355977874
1979-12-23 2.65526121372032 2.9676840472672 8 1 -1 -0.705882352941178 0.0250537085482162
1979-12-24 2.26543535620053 2.42013908501845 8 1 -1 -0.647058823529419 0.0458878738719434
1979-12-25 1.99837044854881 2.0654375284175 8 1 -1 -0.588235294117658 0.0511883881210946
1979-12-26 1.73654881266491 1.7669734162085 8 1 -1 -0.529411764705889 0.0566832744998344
