date obs sim event_type event_count hydcase et eq
1979-10-01 0.320523482849604 0.508380446402347 0 0 0 0 0
1979-10-02 0.323145118733509 0.481406260371136 0 0 0 0 0
1979-10-03 0.313570448548813 0.457543311602223 0 0 2 2 -0.474018579577335
1979-10-04 0.309011081794195 0.436157445692604 0 0 -1 1.9 -0.436538349509089
1979-10-05 0.301488126649077 0.417198174696727 0 0 -1 1.8 -0.39498095647667
1979-10-06 0.303311873350924 0.400841305409404 0 0 -1 1.7 -0.345269237515909
1979-10-07 0.305249604221636 0.386628569346296 0 0 -1 1.6 -0.318165753923885
1979-10-08 0.290317678100264 0.373868999558852 0 0 -1 1.5 -0.30236638801623
1979-10-09 0.284960422163588 0.36206245635861 0 0 -1 1.4 -0.286950232203481
1979-10-10 0.277551451187335 0.35093858268008 0 0 -1 1.3 -0.272026842837222
1979-10-11 0.268888654353562 0.340390436830191 0 0 -1 1.2 -0.258088986363941
1979-10-12 0.274131926121372 0.330400896359953 0 0 -1 1.1 -0.240601311860853
1979-10-13 0.264557255936676 0.331341554645516 0 0 -2 1 -0.221338728342861
1979-10-14 0.273562005277045 0.337559704409968 0 0 1 0.599999999999999 -0.0206509700922192
1979-10-15 0.440206860158311 0.355284984609706 0 0 1 0.199999999999998 0.10855138714129
1979-10-16 0.428238522427441 0.378582093930632 0 0 1 -0.200000000000003 0.0947829423405342
1979-10-17 0.435077572559367 0.400754683365123 0 0 1 -0.600000000000002 0.0881161863966054
1979-10-18 0.455024802110818 0.414474857743929 0 0 2 -1 0.08500027488109
1979-10-19 0.413990501319261 0.417924343446045 0 0 -1 -1.66666666666667 0.00943299839334654
1979-10-20 0.354718733509235 0.413227578494791 0 0 -1 -2.33333333333333 -0.0759573441446377
1979-10-21 0.31414036939314 0.403598569629728 0 0 -1 -3 -0.122596457310567
1979-10-22 0.316420052770449 0.391796077012274 0 0 -1 -3.66666666666667 -0.116127069415451
1979-10-23 0.298182585751979 0.379721517361045 0 0 -1 -4.33333333333333 -0.132450321491276
1979-10-24 0.279945118733509 0.368408998314847 0 0 -1 -5 -0.131948394726387
1979-10-25 0.29841055408971 0.358185205617452 0 0 -1 -5.66666666666666 -0.113899857601872
1979-10-26 0.287582058047493 0.34896684415243 0 0 -1 -6.33333333333333 -0.123532282608715
1979-10-27 0.247915567282322 0.341505046031269 0 0 -2 -7 -0.230009138980532
