"date" "Env_prec" "Env_temp" "Env_pet" "PAR_swe" "PAR_sm" "PAR_aet" "PAR_sm_perc" "PAR_lf_s" "PAR_lf_q" "PAR_gw_s" "PAR_gwr" "PAR_gw2gw" "PAR_gw2r" "PAR_river_s"
"3653" 1979-10-01 0 16.4358741090976 3.15501159050657 0 -2.44197618193165 2.0359611433432 0.406015038588446 -0.32316614666036 0.00919234551864506 0.0299050340507267 0.411987331071541 0.00488866978960112 0.00893429610291196 -0.0163769852294927
"3654" 1979-10-02 0 18.2975421211211 3.49013884717047 0 -2.63198354339058 2.22987304665584 0.402110496734739 -0.270404327258851 0.00773529000453518 0.026352565825303 0.40863822179523 0.00489183132051868 0.00893841341343805 -0.0185358209082874
"3655" 1979-10-03 0.100000001490116 21.2719564159831 3.8313896055136 0 -2.73332988506399 2.42208003770859 0.398065109639836 -0.216971161779172 0.00662720752602728 0.022602271164014 0.40506160994992 0.00489456150862793 0.00894186983272008 -0.0201399677141967
"3656" 1979-10-04 0.0173395869633614 22.2135161001167 3.08988365623303 0 -2.31906053951286 1.93915798837464 0.394638475036321 -0.193617253207297 0.00567560187866448 0.0189391896870198 0.401543598149605 0.00489683750030787 0.00894472638299322 -0.0213625473312967
"3657" 1979-10-05 0.47963120900987 21.625093684759 2.75659554157828 0 -1.70218026878202 1.7147099289074 0.392131230508616 -0.104649810660382 0.00524065750173556 0.0156514409497431 0.398374689756076 0.00489874429421375 0.00894702075607224 -0.02181515684819
"3658" 1979-10-06 0.537227595898072 20.9042155315581 2.48800495047329 0 -1.48871001221082 1.53383892480646 0.389946872645113 -0.0699455376264918 0.00482166163222538 0.0127261208753694 0.395545176230912 0.00490032205364644 0.00894879106429648 -0.0220851741712189
"3659" 1979-10-07 0.55530354857906 20.7123385404143 3.21709831431053 0 -1.89122907426944 1.95592443952047 0.387179938858474 -0.0616366440951826 0.00456170576904995 0.00985364451599444 0.392745753236802 0.00490161983264133 0.00894998644451256 -0.0220791297478182
"3660" 1979-10-08 0.0962540965399879 22.8436999497263 3.67256767785303 0 -2.51518382121581 2.20891424187683 0.383499509465828 -0.125426996234689 0.00398917218743383 0.00671855126704283 0.389658993432586 0.00490259354327388 0.00895057008893609 -0.0223108592201482
"3661" 1979-10-09 0.0310415369557856 24.5485405794196 4.15551659688842 0 -2.82573574347905 2.47191779471805 0.3793735651952 -0.119704194910405 0.00348233720253467 0.00327157180776347 0.386233076118763 0.00490320085222581 0.00895050052165096 -0.0224349643877184
"3662" 1979-10-10 0.0058453498711127 24.157750910889 3.57251902096562 0 -2.48253008121337 2.11141915284088 0.375753223018003 -0.107374725049944 0.00303439356994309 -0.000206045928899968 0.382749350301101 0.00490339882308813 0.00894982659565402 -0.0224811656307956
"3663" 1979-10-11 0.00063048230864849 23.0741914539117 3.42548086629519 0 -2.37217379833975 2.00038803164249 0.372302445718166 -0.0944933145742756 0.00265766723477429 -0.00363781858495603 0.379284347644044 0.00490319610865145 0.00894856798485215 -0.0224505478717127
"3664" 1979-10-12 0.100384175677049 23.7751872385779 3.16908220201015 0 -2.10691910799576 1.82935781057725 0.369244409161848 -0.0751202281176409 0.00237115124624166 -0.00690112733454441 0.37596210385044 0.00490260128240837 0.00894676973618179 -0.0223434878233494
"3665" 1979-10-13 12.5663370189165 22.6092190697204 2.4174507002098 0 9.07337404044122 1.44269729215539 0.382452746322695 1.34286012989507 0.0107697692086459 -0.00474053966633044 0.378088532332408 0.00490163739598935 0.00894615972837032 -0.0169220823440944
"3666" 1979-10-14 7.7566609776074 20.4717647386827 2.14784946770972 0 4.93054384690207 1.3145774800794 0.389655003519394 0.669933651139736 0.0151221217771059 -0.00091132488327009 0.381910403877424 0.00490117846458757 0.00894638757571822 -0.0101009494142341
"3667" 1979-10-15 9.26928128928968 20.5870963742431 2.50816745874761 0 5.85060529917514 1.58366055981108 0.398270817387568 0.808230403018175 0.0197166718207414 0.0044915104209445 0.387349514887618 0.00490126373850047 0.00894770068120506 -0.00515105169464832
"3668" 1979-10-16 8.10946913522351 19.2487573708163 2.05433587422292 0 5.02941487276485 1.32527051467584 0.405720037761837 0.581699563196055 0.0237694517351418 0.0105462375916188 0.393487998417921 0.00490210730271187 0.00895003371927513 0.000764236361976176
"3669" 1979-10-17 4.0664427484808 18.013374810458 1.89050959258928 0 1.71686956918657 1.23040205927153 0.408261269266514 -0.0466185212131871 0.0225292495861792 0.0153773539742253 0.398439128890341 0.00490372693450025 0.00895291309477707 0.00248224880580593
"3670" 1979-10-18 1.25983061498178 12.9092896382944 2.20620993449555 0 -0.813535235823842 1.42573088676984 0.407057547804415 -0.416472697372925 0.0188283328582507 0.0181346048140408 0.401337336701003 0.00490582828502707 0.00895597953421149 0.000343203274558629
"3671" 1979-10-19 0.388785615937253 11.2803256239842 2.64053805888747 0 -1.79085629143907 1.69077646446024 0.40440471477816 -0.463654186408111 0.0157149660722828 0.0190228688300392 0.402373114784703 0.00490816299881304 0.00895896775477692 -0.00203874139371568
"3672" 1979-10-20 0.0531300486988267 14.4544327274805 2.85854926249905 0 -2.17673441626693 1.81727447171961 0.401179242792515 -0.436985802415287 0.012897826920348 0.0184802966549904 0.401973552314364 0.00491051717840624 0.00896170723096621 -0.00459730089578402
"3673" 1979-10-21 0.0150775456304013 13.5405657660606 2.03028008453962 0 -1.68125498166526 1.29400764429279 0.398687257783848 -0.366113105016794 0.0106833988188047 0.0172407044854791 0.400867441395648 0.00491274498295193 0.00896417907342722 -0.00681602997268248
