"ME" "TS" "D_TS" "DDF" "D_DDF" "SM_LAYER" "SM_MIN_1" "SM_MAX_1" "BETA_RC_1" "BETA_AET_1" "K_LF_1" "BETA_LF_1" "PERCMAX_1" "BETA_PERC_1" "K_VZ" "BETA_VZ" "K_GW" "BETA_GW" "S_GW_MAX" "BETA_DQ_GW" "K_RIVER" "BETA_RIVER"
0.847417093975676 -0.520212064717488 2.90825336709964 2.19386362872998 0.187081469368155 1 70.1943900114582 391.668062526483 5.84566020431115 1.45670216476991 0.957023268579225 4.5699529073637 0.400976783045952 0.642922868230617 2.79866138683405 1.45795858308403 340.984868312734 1.11602174399067 1721.93377196931 0.647216511619127 2.79379113521818 1.77458593178973
0.816907244265448 0.0853844259017945 1.92296735764293 7.12346993088979 1.41737665875933 1 63.1223108941171 365.554699946135 5.6151729218671 1.16034126580303 2.47561590319225 1.03929526922856 0.15403666528679 0.355243250226523 8.64616585578558 1.34688589619592 381.587433008596 1.34286041268883 653.912307763219 0.604925194328511 3.03694909728934 2.150014670592
0.832525229041158 0.11248109136478 2.98869583147488 3.11558373600808 0.119056796877741 1 19.3877243138649 321.830693009254 5.72104642142069 1.49112449281925 1.35776456260894 3.18765280936705 0.874658518587969 1.93172746381951 2.25354171410383 1.39658551372619 339.638190740439 1.46305572720217 1670.11086575327 0.547871066092983 2.05570585040296 1.42004640916174
0.827746246005487 1.8318533552227 2.99936907113883 2.61486356671291 0.273362037163406 1 96.3063914508151 301.56611441849 2.18704249721801 0.683206116730044 8.97362090290496 1.5867221937385 2.31994966645224 1.94799345501595 0.820696941053405 1.45145937272244 109.138832030981 1.487438117198 544.743477931896 0.653902641995064 0.343773474680823 1.27349188992198
0.798974348987628 1.62541040486027 2.58405378913802 3.32991621993817 1.17852161060956 1 84.0334117632896 275.734885189172 3.3450330021826 0.874023610532098 4.96107728571564 0.95656410117681 1.21255905703492 1.42851072970448 0.958525760662359 1.08670797596103 324.770469815545 1.49687354810121 887.509187240657 0.949800571937043 0.968393846289641 2.06827984128298
0.825232671812077 -0.206486587091068 2.806903245216 2.35781528725411 0.130372907832356 1 99.0447681974165 343.727591051356 4.33108389765087 1.05806069340416 0.755530779530791 4.90170001889134 0.279843837623757 0.759074183061297 1.17448270480666 0.819460938358723 85.007068502494 0.950142162468137 3993.00458355503 1.79149760318841 3.48207458577928 2.17929140012924
0.794725144725746 0.406712360419724 2.22294677297695 5.34324939520026 1.26461776360039 1 56.2388202950245 219.39973438225 1.80960842576486 0.559435306976164 9.25708454384488 1.37509677184291 0.551979462012315 0.244576030737021 0.846799062389688 1.42202237214337 275.729283204144 1.25508396293247 1213.55157750682 0.943864104050242 1.47771743782795 2.11849719474535
0.736246067394168 1.48759631833065 2.48336033952585 1.70445285499485 1.64757498121467 1 90.7159659650296 219.132203689278 2.15571522852733 0.896284480607286 1.31997306242649 3.29383604810007 3.63184954175379 1.63161977506756 0.774086821350178 1.4354375294503 346.391048747805 1.30735050232498 1274.34996215875 1.12267692586884 1.72692214708984 1.14245671312539
0.772962334894535 0.456276658000212 2.89123040291542 7.31115752444932 0.162063329340497 1 6.46517961351138 264.269103160002 7.13804917806369 1.67211169908744 5.26336029682648 1.34232385307259 0.308743042438305 1.36453872531811 2.66427766776696 1.42785950161779 107.215059208013 1.01493112920118 3484.07746227416 1.00912347128729 3.69725860660165 2.50372077996784
0.804384866977086 -1.85725942247303 2.26351123117395 2.5720745715067 1.6666325865638 1 19.1056919375837 216.160947282417 3.22618768966191 0.977086531150595 9.34370056646549 1.3161146085096 1.27571261456268 1.3980361477624 0.648618042971083 1.42229281960809 364.813073304805 1.38683308786662 1203.21143925486 0.983398759799705 0.455515980725591 1.87042393183246
