"ID" "XGAUGE" "YGAUGE" "XCENT" "YCENT" "AREA" "River" "Station" "ME_MAX" "igroup.best" "TRAIN"
"349" 27867000 3857446.66117123 2766137.3808407 4184089.55127 3165304.37221 415.2 "Ahse" "WESTTUENNEN" 0.364403629620995 1 FALSE
"13" 431 3965549.23381315 2457000.24962014 4301554.19196 2856108.009 418 "Rems" "SCHORNDORF" 0.779632812994325 1 FALSE
"28" 36056 3908606.21473926 2464629.72252467 4239476.46186 2846482.02672 418 "Würm" "PFORZHEIM WUER" 0.463382255617692 1 TRUE
"343" 27689000 3828640.68273268 2736898.7296391 4145354.38499 3129909.97928 420 "Volme" "HAGEN-ECKESEY" 0.751363737394152 1 FALSE
"372" 42670557 3981802.44419903 2671853.13312092 4305722.89829 3058653.09639 422 "Haune" "HERMANNSPIEGEL" 0.646491929331279 1 TRUE
"45" 429600 4023709.06037269 2690393.75831337 4365525.12342 3098136.08072 426 "Nesse" "EISENACH-NESSEMUEHLE" 0.33239580094572 1 FALSE
"334" 27615100 3884327.71520554 2731262.37250493 4210606.11848 3132500.26245 426 "Ruhr" "MESCHEDE" 0.679163284702868 1 TRUE
"366" 41890059 3999665.8924931 2710979.65019595 4315308.16329 3110706.32936 430 "Wehre" "NIDDAWITZHAUSEN" 0.593450807540824 1 FALSE
"107" 4836129 4015873.2970458 2866822.49582344 4344824.02246 3291216.18881 433 "Lachte" "LACHENDORF" 0.733458451447256 1 FALSE
"267" 24762653 3929637.75893436 2582789.55453352 4239172.19184 2969604.74863 463 "Gersprenz" "HARRESHAUSEN" 0.429427560337801 1 TRUE
"21" 1301 3879186.38058874 2459655.92005518 4197929.04505 2835906.06945 466 "Murg" "BAD ROTENFELS" 0.672015672247275 1 TRUE
"123" 5956000 4107700.87615581 2917456.79901558 4437938.25948 3349008.05644 468 "Löknitz" "GADOW" 0.547798239572005 1 FALSE
"312" 26600707 3765397.11646344 2604984.43562641 4076658.61006 3024899.78703 471.8 "Kyll" "DENSBORN" 0.672314396523087 1 FALSE
"33" 114135 3987761.77366692 3016203.88762348 4317159.21594 3441571.00974 476 "Stör" "WILLENSCHAREN" -0.282850108618665 1 FALSE
"177" 11946000 4058300.3016719 2438944.33807443 4374908.00568 2804752.76521 486.06 "Schmutter" "Druisheim" 0.442085238181507 1 FALSE
"377" 42810204 3906785.63050797 2697144.38947815 4208002.98797 3104071.01724 490 "Eder" "AUHAMMER" 0.600819398736121 1 FALSE
"329" 27367310 3805707.74587051 2710920.50841424 4132414.98022 3123391.75191 492.6 "Wupper" "GLUEDER" 0.545110486956137 1 FALSE
"220" 18204006 4132053.87885973 2360905.77513788 4452756.17756 2738545.83309 494.59 "Mangfall" "Feldolling" 0.403813210298647 1 TRUE
"148" 6338800 3957197.02054629 3070666.6974622 4285245.53731 3505544.39263 503.15 "Treene" "TREIA" 0.683703634945254 1 FALSE
"133" 6335675 3947680.46201664 2473717.2065729 4280492.53566 2873619.89014 504.39 "Murr" "MURR" 0.52184704467642 1 FALSE
"103" 3647101 3869761.78594754 2878024.11373094 4198311.65923 3293760.68618 506 "Lager Hase" "UPTLOH" 0.703279812710701 1 TRUE
"181" 13206004 4091532.60830704 2432659.62879141 4405389.28827 2815396.16946 513.4 "Paar" "Mühlried" 0.0159042770226667 1 FALSE
"155" 6342120 4051152.61563136 2436132.63430891 4367200.46537 2810678.80059 516.32 "Zusam" "PFAFFENHOFFEN" 0.70779474294351 1 FALSE
"176" 11924007 4051152.633346 2436044.49852431 4367200.46537 2810678.80059 516.32 "Zusam" "Pfaffenhofen" 0.345076518314268 1 FALSE
"214" 17215007 4172975.73616504 2426564.46737649 4485026.34621 2813736.70575 518.88 "Große Vils" "Vilsbiburg" 0.49343591062185 1 FALSE
"400" 56001502 4131643.56844678 2621624.12700167 4460679.3257 3015717.75209 521 "Saale" "HOF" 0.806222355731238 1 TRUE
"83" 575240 4065444.44817158 2730349.89629433 4362941.47663 3144305.80049 524 "Wipper" "HACHELBICH" 0.607554072961302 1 FALSE
"231" 18803805 4202740.06268739 2418441.73407284 4511124.06126 2812345.7247 528.88 "Rott" "Linden" 0.376702552836412 1 FALSE
"63" 567420 4208404.22196486 2662864.80146116 4536211.88748 3052281.94192 529 "Zschopau" "HOPFGARTEN" 0.697237817931085 1 FALSE
"309" 26429308 3818579.9577975 2508204.52558832 4150213.69172 2912722.44148 529.6 "Schwarzbach" "CONTWIG" 0.332803178776531 1 FALSE
"59" 564410 4188449.7179353 2694053.21401635 4522461.00448 3079073.95103 532.3 "Chemnitz" "GOERITZHAIN" 0.27412149485424 1 FALSE
"202" 16404900 4086648.79510844 2332073.88200241 4399577.97133 2707565.05786 538.56 "Loisach" "Schlehdorf" 0.424794392273656 1 FALSE
"277" 25400258 3814928.89583369 2556617.47172055 4118200.45424 2953150.14363 557.9 "Nahe" "OBERSTEIN" 0.291903691232576 1 TRUE
"369" 42350057 3975150.361535 2649439.18537963 4299472.08447 3039164.48148 561 "Fulda" "KAEMMERZELL" 0.739233821276277 1 TRUE
"135" 6335690 3951442.08510245 2461633.49494772 4294846.89681 2855558.01123 570.87 "Rems" "NEUSTADT" 0.638537340116407 1 FALSE
"222" 18384509 4187486.4736024 2403650.49707225 4490681.54349 2796390.16476 573.13 "Isen" "Engfurt" 0.116365685288978 1 FALSE
"306" 26280504 3752641.35919325 2576889.3784041 4060911.29407 3005203.13715 573.7 "Prüm" "PRUEMZURLA" 0.551785636368028 1 FALSE
"61" 566040 4221082.11327867 2704163.22134323 4562313.74028 3089230.26192 585 "Freiberger Mulde" "NOSSEN 1" 0.597053469856196 1 FALSE
"283" 25460307 3824244.41755382 2545125.40152229 4135680.03938 2933960.24585 586.4 "Glan" "ESCHENAU" 0.719974510656008 1 FALSE
"190" 14101205 4150396.65347374 2565423.2382168 4475481.65609 2976424.31627 588 "Waldnaab" "WINDISCHESCHENBACH" 0.738765556351586 1 FALSE
"174" 11805008 4036565.04416114 2482819.49556132 4344080.56295 2889651.96584 590 "Würnitz" "GEROLFINGE" 0.604614193577639 1 FALSE
"146" 6338250 3946565.07188984 2944287.1402761 4281506.186 3354996.43483 590.12 "Oste" "ROCKSTEDT" 0.69903498955224 1 TRUE
"105" 4828140 4032155.01862167 2836220.25773776 4373904.54352 3240300.80411 592 "Schunter" "HARXBUETTEL" 0.715886235996173 1 FALSE
"130" 6335510 3983467.06942029 2587738.9284177 4320837.75397 2991365.83636 595.53 "Wern" "SACHSENHEIM" 0.538550811513866 1 TRUE
"391" 46390000 3914038.25815747 2810710.22876293 4243898.54048 3211089.58271 598 "Werre" "AHMSEN" 0.552561881604558 1 FALSE
"332" 27430000 3783792.64279036 2673353.08653751 4097508.21443 3061304.91106 604.2 "Erft" "BLIESHEIM" 0.590973360258904 1 FALSE
"330" 27367900 3796580.80475475 2704249.40269699 4129238.45227 3121786.08562 606 "Wupper" "OPLADEN" 0.563097868990207 1 FALSE
"99" 598480 4054512.01423134 2953331.41948408 4388359.78247 3385140.45084 608 "Schilde" "KLEIN BENGERSTORF" 0.762104606648732 1 TRUE
"77" 572910 4094102.77087088 2687198.36815399 4402122.32376 3076352.92614 627 "Ilm" "MELLINGEN" 0.500775512257295 1 TRUE
"111" 4881142 3994354.52813883 2751915.31897918 4322689.83638 3146217.01189 633 "Leine" "GOETTINGEN" 0.605796722776495 1 FALSE
"67" 568160 4217418.07051956 2670553.5970814 4557199.96077 3066233.57026 644 "Flöha" "BORSTENDOR" 0.632116260937686 1 FALSE
"178" 12406008 4046089.44472203 2377301.76058314 4362528.96383 2733503.11288 671 "Wertach" "TUERKHEIM" 0.457592972101191 1 FALSE
"125" 6335076 3825022.4363999 2642048.0257478 4149448.3386 3059395.35036 680.22 "Wide" "FRIEDRICHSTHAL" 0.756202346480912 1 TRUE
"102" 3633101 3867175.87377918 2844790.65662687 4189324.72042 3241666.38294 682 "Hase" "BRAMSCHE" 0.690668235146298 1 FALSE
"300" 25842500 3894750.00093377 2649246.19385424 4201484.83841 3068265.42922 692.3 "Dill" "ASSLAR" 0.676686552644179 1 FALSE
"171" 10922200 3774809.68529223 2523285.01736915 4097964.58796 2938334.88346 712 "Prims" "Nalbach" 0.750221436071042 1 TRUE
"191" 14209008 4148383.36434086 2545226.88409383 4457049.69823 2962879.87255 712 "Haidenaab" "WILDENAU" 0.591002070927667 1 TRUE
"249" 24143008 4084590.49603281 2604925.04611367 4421306.08422 3024049.50204 713 "Rodach" "UNTERLANGENSTADT" 0.659083935426542 1 FALSE
"79" 573010 4048236.72010206 2704393.27013232 4355468.03325 3121364.08618 716 "Unstrut" "NAEGELSTEDT" 0.552573622131294 1 FALSE
"212" 17204204 4191917.28842298 2438950.5998444 4491465.75456 2818086.50539 720 "Vils" "ROTTERSDORF" 0.382466152965047 1 FALSE
"98" 598100 4065829.10727211 2942367.3653424 4404452.47598 3370960.76792 735 "Sude" "GARLITZ" 0.573851217360212 1 FALSE
"165" 6941100 4272074.78224656 2882626.28324034 4617757.22821 3282753.73909 737 "Friedlander Strom" "BLIESDORF" -0.00979222855371659 1 FALSE
"109" 4869108 4001642.41191311 2879211.13808288 4327955.6854 3309511.18443 738 NA "FEUERSCHUETZENBOSTEL" 0.471704072581794 1 FALSE
"323" 27200500 3854593.40414049 2672546.37826242 4182031.96126 3085536.70003 754.5 "Sieg" "BETZDORF" 0.798142595715649 1 TRUE
"1" 105 3904676.77322764 2362937.67181219 4204312.01758 2765362.29008 758 "Donau" "KIRCHEN-HAUSEN" 0.762437107452917 1 TRUE
"335" 27617590 3874457.45213361 2736767.64657165 4203808.92453 3131953.89453 760 "Ruhr" "OEVENTROP" 0.724128832979659 1 FALSE
"217" 17406005 4245470.83315913 2449905.3258667 4577223.24127 2863972.67623 762 "Ilz" "KALTENECK" 0.425136810360013 1 FALSE
"94" 583200 4306974.10271462 2740884.24849456 4655207.2272 3140029.22823 775 "Schwarzer Schöps" "BOXBERG" -0.203884010771108 1 FALSE
"192" 14408004 4154967.57036462 2523694.40173242 4502874.50927 2925476.28921 821 "Schwarzach" "WARNBACH" 0.580359740225228 1 FALSE
"82" 574210 4067100.06596595 2684946.90099318 4380625.30082 3078539.47598 843 "Unstrut" "ERFURT-MOEBISBURG" 0.739452227940308 1 FALSE
"232" 18806406 4219935.47768968 2421920.50386131 4521509.74786 2813233.53583 856.84 "Rott" "Birnbach" 0.426861184844356 1 FALSE
"392" 46510000 3912239.90808324 2815264.18112595 4237440.78805 3213020.31602 874 "Weser" "HERFORD" 0.488729679558751 1 FALSE
"339" 27665300 3862059.73129629 2717700.68452603 4181764.96294 3111268.81288 884 "Lenne" "ROENKHAUSEN" 0.724351193401282 1 FALSE
"78" 572920 4107024.39561045 2701274.23980517 4408365.39602 3083775.87288 894 "Ilm" "NIEDERTREBRA" 0.587835232570105 1 FALSE
"113" 4882173 4007198.5504998 2766063.25104734 4342394.90106 3165476.20253 895 "Rhume" "BERKA RHUME" 0.544830442759749 1 FALSE
"117" 4886168 4001597.52530497 2810818.37644649 4334242.1453 3207213.39601 897 "Innerste" "HEINDE" 0.816357114631576 1 FALSE
"120" 4945108 3948785.56816664 2915926.05403453 4292456.5303 3334168.3142 908 "Wümme" "HELLWEGE-SCHLEUS" 0.630261470152949 1 FALSE
"269" 24784259 3927341.87488378 2598745.5301087 4271968.58156 3018511.74785 921 "Kinzig" "HANAU" 0.607994475828202 1 TRUE
"233" 18808004 4225831.84751173 2419406.57496202 4524066.90743 2813629.88637 936.67 "Rott" "Ruhstorf" 0.33160430603008 1 FALSE
"173" 11609000 4026328.25451456 2422607.11621731 4355282.41879 2781752.4602 951 "Mindel" "OFFINGEN" 0.47098803836166 1 FALSE
"126" 6335125 3858712.94331091 2414153.18741826 4189882.52694 2799841.28363 954 "Kinzig" "SCHWAIBACH" 0.722553297393927 1 TRUE
"259" 24263000 4064889.76438315 2556206.81559532 4359315.55801 2944564.99187 954 "Aisch" "LAUFERMUEHLE" 0.494737523335474 1 FALSE
"172" 11402001 4023149.60960197 2341320.36098016 4341299.59605 2708076.38768 955 "Iller" "KEMPTEN" 0.409918571289894 1 FALSE
"253" 24163005 4060402.49176878 2599229.59698101 4384463.70439 3020535.18619 956 "Itz" "SCHENKENAU" 0.489463037075444 1 FALSE
"257" 24210309 4076057.98643656 2505183.26372468 4385333.85656 2899376.9958 964 "Rednitz" "ROTH KLAERANLAGE" 0.438292053992942 1 FALSE
"185" 13406105 4064650.80519603 2472386.31295021 4366703.0445 2895321.82772 982 "Altmühl" "TREUCHTLINGE" 0.763769383470934 1 FALSE
"380" 42882806 3954375.06299738 2700244.64251037 4266764.16373 3085193.73356 986 "Schwalm" "UTTERSHAUSEN" 0.677263671632625 1 FALSE
"203" 16602303 4081312.25541652 2379352.5934096 4402492.90613 2741652.97896 993 "Ammer" "STEGEN" 0.0899531358531916 1 TRUE
"358" 28679000 3747496.65963832 2767373.7171114 4070298.31399 3136823.71467 1005 "Niers" "WEEZE" 0.54310053155436 1 FALSE
"68" 570210 4116906.16720824 2629818.9094373 4454259.77788 3021484.81938 1013 "Saale" "BLANKENSTEIN-ROSENTHAL" 0.576896393939684 1 FALSE
"8" 212 3983389.9646714 2531327.17615723 4324303.82925 2926227.09542 1018 "Tauber" "BAD MERGENTHEIM" 0.683244556636967 1 FALSE
"16" 477 3980196.851163 2517280.80437487 4323469.73642 2892624.04804 1029 "Jagst" "DOERZBACH" 0.449897983503094 1 FALSE
"56" 562070 4169926.06554929 2667556.29657692 4508658.03855 3050599.7675 1030 "Zwickauer Mulde" "ZWICKAU-POELBITZ" 0.727777843117511 1 FALSE
"260" 24403007 4013280.71996807 2618257.63179364 4342518.03142 3031262.5067 1044 "Fränkische Saale" "SALZ" 0.580668199852039 1 FALSE
"347" 27833900 3908670.31603922 2773817.44166848 4235719.63927 3168442.80586 1049.8 "Lippe" "BENTFELD" 0.791877314881009 1 FALSE
"272" 24850058 3917102.83611175 2616320.95145017 4240067.18286 3036388.00493 1073 "Nidda" "ILBENSTADT" 0.786642199049035 1 TRUE
"284" 25460409 3836498.99980337 2554241.52880277 4143063.87328 2936413.13371 1088 "Glan" "ODENBACH" 0.71018382148052 1 TRUE
"193" 14608003 4136711.64233338 2501561.85889852 4450607.53369 2928155.51742 1096 "Vils" "DIETLDORF" 0.329836561448422 1 FALSE
"221" 18209000 4153608.66199386 2355837.12548176 4459949.13068 2744312.65831 1099 "Mangfall" "ROSENHEIM" 0.736099794687261 1 TRUE
"10" 411 3907500.35008811 2419031.79026161 4215914.83937 2794555.14614 1113 "Neckar" "HORB NECKAR" 0.762652872107294 1 TRUE
"34" 420020 4028247.22321985 2646903.07066754 4368465.46815 3047033.4827 1170 "Werra" "MEININGEN" 0.700893125765762 1 TRUE
"340" 27669300 3843479.07186076 2726095.1819128 4177699.04988 3114797.18998 1190 "Ruhr" "ALTENA" 0.701849743403127 1 TRUE
"258" 24225000 4073703.80243689 2527300.35253018 4425497.91184 2940675.85154 1192 "Pegnitz" "NUERNBERG" 0.446975087664158 1 FALSE
"204" 16603000 4083629.36476984 2383927.12389362 4402035.75247 2746417.93515 1192.49 "Amper" "Grafrath" 0.0644497367785027 1 FALSE
"376" 42800309 3925507.21156046 2709895.85694594 4221958.8545 3110320.99494 1202 "Eder" "SCHMITTLOTHEIM" 0.35424661350089 1 FALSE
"89" 579049 4078842.5863669 2788324.65249982 4393944.05775 3181887.65205 1215 "Bode" "WEGELEBEN" 0.632599535202945 1 FALSE
"205" 16605006 4090665.09793632 2390019.80016034 4402292.18178 2747962.33798 1235 "Amper" "FUERSTENFELDBRUCK" 0.665999241597043 1 FALSE
"87" 576470 4150091.14946463 2657734.43320529 4478250.01745 3041530.70068 1255 "Weißer Elster" "GREIZ" 0.539147017207368 1 FALSE
"7" 168 3925944.73261517 2376282.96572122 4215953.93508 2767353.63161 1309 "Donau" "BEURON" -0.822914001462137 1 FALSE
"121" 4965116 3900438.54489086 2890068.56188622 4213980.78917 3268707.16953 1318 "Hunte" "COLNRADE OP" 0.715088020126439 1 FALSE
"194" 15202300 4193742.75678258 2500684.34311668 4544035.58032 2887932.9469 1356 "Regen" "CHAMERAU" 0.43501426485508 1 FALSE
"223" 18403002 4179402.93318524 2366223.9019434 4504455.04491 2726694.67791 1399 "Alz" "SEEBRUCK" 0.41315391933417 1 TRUE
"186" 13407200 4085064.10743048 2465895.88395869 4373926.6131 2886401.37949 1400 "Altmühl" "EICHSTAET" 0.681532345999904 1 FALSE
"149" 6340050 4030037.59995216 2923826.44503671 4358967.97063 3320920.26447 1415.04 "Ilmenau" "BIENENBUETTEL" 0.447120682837934 1 FALSE
"213" 17207508 4224047.68829853 2440769.00393028 4511805.74781 2824878.09786 1436 "Vils" "GRAFENMUEHLE" 0.444349029505376 1 FALSE
"278" 25400407 3828719.17779938 2566881.16678405 4129396.5216 2968612.51092 1467.8 "Nahe" "MARTINSTEIN" 0.680488641417973 1 TRUE
"325" 27259100 3825853.56316746 2671438.43810466 4172485.4977 3080044.88138 1468 "Sieg" "EITORF" 0.65480496591774 1 TRUE
"27" 4422 3910066.01930941 2467489.95513635 4224587.97442 2841864.85917 1479 "Enz" "PFORZHEIM ENZ" 0.716842911545052 1 FALSE
"142" 6338150 3860533.89301038 2799008.11851407 4204767.19711 3202817.81781 1501.92 "Ems" "EINEN" 0.649340793130992 1 FALSE
"199" 16004006 4111619.51753056 2347264.21320664 4430611.46873 2712166.94988 1554 "Isar" "BAD TOELZ_KRAFTWERK" 0.503875703355356 1 FALSE
"64" 567450 4205122.39311013 2684525.70349773 4545368.20987 3064860.06139 1575 "Zschopau" "LICHTENWALDE" 0.635318282586353 1 FALSE
"175" 11809009 4049203.42609976 2454714.08841633 4354635.90684 2875857.74554 1578 "Wörnitz" "HARBUR" 0.578199874015154 1 TRUE
"29" 44602 3976875.98486341 2545036.18783882 4316280.07246 2931949.6415 1584 "Main" "TAUBERBISCHOFSHEIM" 0.72551972693827 1 TRUE
"261" 24406005 4005169.80916394 2604479.64696264 4339531.40576 3025672.98795 1587 "Fränkische Saale" "BAD KISSINGE" 0.510696381828691 1 FALSE
"97" 594010 4115512.06156175 2890892.77433474 4430211.99218 3286619.37515 1597 "Biese" "DOBBRUN" 0.200473015091657 1 TRUE
"274" 24870055 3913135.24819921 2605491.77875968 4243271.92937 3031896.26906 1619 "Nidda" "BAD VILBEL" 0.722563484286646 1 TRUE
"297" 25830056 3915962.09959401 2671570.6903447 4237400.05994 3081476.23503 1666.2 "Lahn" "MARBURG" 0.716274144770388 1 FALSE
"106" 4829102 4028287.15057297 2837833.55243419 4362227.35962 3227575.79314 1734 "Oker" "GROSS SCHWUELPER" 0.785021598714234 1 FALSE
"386" 44950055 3963166.74756703 2758862.73561129 4258298.2726 3147069.27298 1739 "Diemel" "HELMARSHAUSEN" 0.72534934811254 1 FALSE
"145" 6338200 3794365.97438799 2869094.50567945 4125649.34906 3245748.28425 1756.42 "Vechte" "EMLICHHEIM" 0.597369479209105 1 FALSE
"170" 10622200 3801496.13786663 2495776.19384765 4133126.10802 2909947.66421 1798 "Blies" "REINHEIM" 0.728073401221731 1 FALSE
"134" 6335681 3945197.03539476 2506861.68562483 4305161.44474 2904772.05737 1811.48 "Jagst" "UNTERGRIESHEIM" 0.605604977551478 1 TRUE
"224" 18407003 4184261.71272596 2376320.28371447 4507105.11178 2733655.89299 1962 "Alz" "TROSTBERG" NA 1 TRUE
"348" 27857900 3872340.15231716 2765405.71517187 4223874.84917 3171696.19165 2003 "Lippe" "KESSELER 3" 0.66298042316964 1 FALSE
"187" 14002305 4150589.05176609 2537516.7221853 4469650.38988 2963261.08751 2004 "Naab" "UNTERKOEBLITZ" 0.631439563388915 1 TRUE
"337" 27655900 3837590.16626888 2742121.72919829 4191897.14281 3140693.27371 2009 "Ruhr" "VILLIGST" 0.542412137485866 1 FALSE
"92" 582820 4295102.10407493 2756234.4408553 4643149.29449 3137858.29077 2033 "Spree" "SPREEWITZ" 0.0528994670677867 1 FALSE
"57" 562115 4187825.74636878 2696878.83434549 4511943.98772 3066139.5783 2107 "Zwickauer Mulde" "WECHSELBURG 1" 0.483326743681578 1 FALSE
"375" 42710050 3980836.77618854 2677971.73243964 4293643.30728 3056554.65802 2120 "Fulda" "BAD HERSFELD 1" 0.637821531201797 1 TRUE
"357" 28291000 3736618.95567706 2710009.61198287 4060980.57046 3076083.81711 2135.3 "Rur" "STAH" 0.48803748308253 1 FALSE
"195" 15205501 4175732.48665195 2501115.90902889 4535233.66726 2895826.76941 2174 "Regen" "KIENHOF" 0.466169293688586 1 FALSE
"104" 3671101 3843259.2826608 2875779.2507977 4187304.89457 3270279.39342 2226 "Hase" "HERZLAKE" 0.774890220047964 1 TRUE
"157" 6342201 3999119.22800389 2410038.00529102 4334829.44826 2736027.16503 2230.84 NA "WIBLINGEN" -0.13161383290546 1 FALSE
"35" 420120 4003179.9866495 2674788.3425873 4355526.69571 3056819.75835 2246 "Werra" "VACHA" 0.699153852488281 1 FALSE
"244" 24006007 4079444.45812268 2603380.46039243 4425055.52212 3006706.12352 2424 "Main" "SCHWUERBITZ" 0.617460147454431 1 FALSE
"373" 42700100 3980933.09523291 2692904.19624202 4295530.70438 3062090.58326 2523 "Fulsa" "ROTENBURG" 0.616883299226234 1 FALSE
"2" 120 3956501.42704708 2378124.58524725 4236794.67848 2772649.88892 2639 "Donau" "HUNDERSINGEN" 0.368162208872849 1 FALSE
"196" 15208500 4150094.02005389 2493688.82373967 4527268.20727 2896840.72906 2660 "Regen" "REGENSTAUF" 0.3983929555223 1 FALSE
"69" 570270 4091072.52889508 2662829.7852557 4434975.85235 3040134.19233 2678 "Saale" "RUDOLSTADT" 0.604200187946964 1 FALSE
"327" 27291000 3806621.03583527 2674603.30104404 4156783.11076 3085983.42731 2825 "Sieg" "MENDEN 1" 0.509390595736616 1 FALSE
"279" 25400600 3841176.52796076 2564230.1556082 4136573.3391 2955628.75137 2832.5 "Nahe" "BOOS" 0.587458534008967 1 FALSE
"359" 33300101 3841357.17469517 2812710.8861258 4189236.80978 3201576.99428 2842 "Ems" "GREVEN" 0.282222979092064 1 FALSE
"114" 4885118 3996232.64134455 2785373.78819352 4326248.1977 3168934.20975 2916 "Leine" "GREENE" 0.622483520942062 1 TRUE
"374" 42700202 3965675.64342675 2712699.02782228 4295331.42005 3069350.6957 2975 "Fulda" "GREBENAU" 0.568109812772562 1 FALSE
"62" 566100 4190032.04449269 2712757.73458291 4546473.93213 3081025.84099 2982 "Zwickauer Mulde" "ERLLN" 0.520543538126878 1 FALSE
"36" 420170 4004691.09315756 2688563.19564002 4346803.15767 3060135.15351 3039 "Werra" "GERSTUNGEN" 0.681175713580422 1 TRUE
"206" 16607001 4133370.94323384 2421349.25603169 4414554.37598 2774214.9304 3043 "Amper" "INKOFEN" 0.457027676585904 1 FALSE
"143" 6338160 3868261.67193884 2834746.50532495 4180021.14794 3275097.44963 3102.21 "Hase" "BOKELOH" 0.783719548544664 1 TRUE
"154" 6340700 4227512.52802258 2753556.0074439 4593500.30037 3145914.01649 3241.81 "Schwarzer Elster" "BAD LIEBENWERDA" 0.621370422932635 1 TRUE
"351" 27879900 3819638.74742234 2772633.54961056 4201856.73311 3170894.39805 3325 "Lippe" "LEVEN" 0.546859315500299 1 FALSE
"116" 4885154 3984178.74874003 2814551.72935515 4322831.96034 3175693.06316 3463 "Leine" "POPPENBURG" 0.633855837932636 1 FALSE
"291" 25800200 3887375.65554386 2644891.59420015 4226326.35127 3070908.36563 3571 "Lahn" "LEUN" 0.65121707673661 1 TRUE
"360" 33900200 3831008.76057917 2833907.52743259 4182613.1533 3208662.56344 3740 "Ems" "RHEINE-UW" 0.518728774561573 1 TRUE
"255" 24201501 4068326.709177 2536735.68577649 4400676.10302 2921239.86964 3870 "Regnitz" "HUETTENDORF" 0.439843378889958 1 FALSE
"70" 570330 4114672.52157843 2701647.37589324 4434599.42818 3053248.61674 3977 "Saale" "CAMBURG-STOEBEN" 0.518820758748776 1 FALSE
"238" 23800100 3958675.30465899 2446422.45040235 4251026.85246 2815791.56471 3995 "Neckar" "PLOCHINGEN" 0.601066675010733 1 FALSE
"280" 25400804 3854915.36553201 2577690.76894008 4144925.83321 2958431.34056 4012.6 "Nahe" "GROLSHEIM" 0.518741340402024 1 FALSE
"188" 14006000 4146291.75890812 2505156.18830493 4481481.02606 2947122.39837 4014 "Naab" "MUENCHSHOFEN" 0.540368307857198 1 FALSE
"3" 125 3980682.81342526 2398967.74862862 4252551.53173 2777164.0623 4047 "Donau" "Berg" 0.521275342461983 1 FALSE
"344" 27695100 3809227.94267934 2739168.04218322 4177226.82875 3132641.18466 4117.9 "Ruhr" "HATTINGEN" 0.477801893324109 1 FALSE
"80" 573110 4079042.8019939 2725536.42917232 4379502.31248 3113331.53041 4174 "Unstrut" "OLDISLEBEN" 0.666085997838771 1 FALSE
"37" 420190 4018611.57928938 2702869.89661348 4348179.05872 3070704.53142 4214 "Werra" "FRANKENRODA" 0.660250202598651 1 FALSE
"245" 24010004 4060475.00075713 2580131.79891413 4406992.94052 3008464.92441 4251 "Main" "KEMMERN" 0.567818168362406 1 FALSE
"353" 27891000 3812376.74728629 2774628.40721869 4188044.20363 3175539.29387 4273 "Lippe" "HALTERN" 0.582699140523301 1 FALSE
"364" 41700105 4013220.21464851 2705904.98353597 4348036.95371 3071271.08437 4302 "Werra" "HELDRA" 0.656014762044115 1 FALSE
"395" 48300105 4004103.70703806 2866941.90192029 4352084.53781 3253739.75222 4374 "Aller" "CELLE" 0.695125118497701 1 FALSE
"354" 27897700 3789704.76003206 2769425.96592599 4180287.31606 3176016.96407 4783 "Lippe" "SCHERMBECK 1" 0.546431397642491 1 FALSE
"361" 35500407 3820453.93991839 2867661.92929357 4175822.92862 3220879.94048 4981 "Ems" "DALUM" 0.475270159092705 1 FALSE
"367" 41900104 3997972.14684218 2722162.7408931 4343626.16934 3079093.06625 5166 "Werra" "ALLENDORF" 0.713308414275045 1 FALSE
"292" 25800608 3854902.99068484 2621234.93138567 4214759.8307 3058195.59571 5304 "Lahn" "KALKOFEN" 0.608022088341056 1 FALSE
"397" 48800108 3978676.41700646 2841823.80877757 4322346.206 3191378.44081 5304 "Leine" "HERRENHAUSEN" 0.649087588482151 1 FALSE
"189" 14008006 4136522.06388611 2492201.80862918 4473983.36168 2940658.13506 5426 "Naab" "HEITZENHOFEN" 0.590822301873355 1 FALSE
"54" 560021 4187104.67532369 2723238.11897977 4531275.52817 3077440.73563 5442 "Mulde" "GOLZERN 1" 0.512489937171704 1 FALSE
"368" 41900206 3980408.67756078 2736398.91801229 4341667.15166 3082423.91039 5487 "Werra" "LETZTER HELLER" 0.683432175527732 1 FALSE
"55" 560051 4185399.37294092 2651447.636946 4528915.94967 3085978.07344 6171 "Vereinigte Mulde" "BAD DUEBEN 1" 0.408953037177367 1 FALSE
"150" 6340200 4113556.43246976 2718286.80629847 4385501.78963 3124939.83797 6218 "Unstrut" "Laucha" 0.668531514925286 1 FALSE
"382" 42900100 3964025.49228017 2717229.10193561 4271614.78052 3088123.31931 6366 "Eder" "GUNTERSHAUSEN" 0.575949042694923 1 FALSE
"398" 48800301 3974064.09937477 2873510.55351242 4315254.93125 3205578.44823 6443 "Leine" "SCHWARMSTEDT" 0.577019950430683 1 FALSE
"256" 24209004 4065440.77741058 2567824.92746172 4394578.50028 2936630.17002 7005 "Regnitz" "PETTSTADT" 0.462273725873818 1 FALSE
"396" 48700103 3980557.54788541 2873297.25449859 4346252.47834 3262603.24034 7209 "Aller" "MARKLENDORF" 0.653211235400675 1 FALSE
"239" 23800500 3940756.22839269 2485910.51840841 4251603.50636 2835403.4889 7916 "Neckar" "LAUFFEN" 0.512072816693673 1 FALSE
