"date" "event_type" "event_count" "Qduration" "t2pd" "peak" "temp.cv" "Pmax.vol.ratio" "space_cv" "mean_RM_ant" "ant_sm" "space_cv_sm" "cov_SM_RM_ts_mean" "snow.cover.cov" "volumeP" "volumeR" "volumeM" "frozen.cover.cov"
"22" 1979-10-22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"23" 1979-10-23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"24" 1979-10-24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"25" 1979-10-25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"26" 1979-10-26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"27" 1979-10-27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"28" 1979-10-28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"29" 1979-10-29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"30" 1979-10-30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"31" 1979-10-31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"32" 1979-11-01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"33" 1979-11-02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"34" 1979-11-03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35" 1979-11-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"36" 1979-11-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"37" 1979-11-06 11 1 14 2 6.12699102902375 1.11038377596327 0.593693409305756 0.353444461253454 0.180153458216895 0.878693757296238 0.0243309893541308 0.0046911194177979 0 88.6080314512934 88.6080314512934 0 0
"38" 1979-11-07 11 1 14 2 6.12699102902375 1.11038377596327 0.593693409305756 0.353444461253454 0.180153458216895 0.878693757296238 0.0243309893541308 0.0046911194177979 0 88.6080314512934 88.6080314512934 0 0
"39" 1979-11-08 11 1 14 2 6.12699102902375 1.11038377596327 0.593693409305756 0.353444461253454 0.180153458216895 0.878693757296238 0.0243309893541308 0.0046911194177979 0 88.6080314512934 88.6080314512934 0 0
"40" 1979-11-09 11 1 14 2 6.12699102902375 1.11038377596327 0.593693409305756 0.353444461253454 0.180153458216895 0.878693757296238 0.0243309893541308 0.0046911194177979 0 88.6080314512934 88.6080314512934 0 0
"41" 1979-11-10 11 1 14 2 6.12699102902375 1.11038377596327 0.593693409305756 0.353444461253454 0.180153458216895 0.878693757296238 0.0243309893541308 0.0046911194177979 0 88.6080314512934 88.6080314512934 0 0
"42" 1979-11-11 11 1 14 2 6.12699102902375 1.11038377596327 0.593693409305756 0.353444461253454 0.180153458216895 0.878693757296238 0.0243309893541308 0.0046911194177979 0 88.6080314512934 88.6080314512934 0 0
"43" 1979-11-12 11 1 14 2 6.12699102902375 1.11038377596327 0.593693409305756 0.353444461253454 0.180153458216895 0.878693757296238 0.0243309893541308 0.0046911194177979 0 88.6080314512934 88.6080314512934 0 0
"44" 1979-11-13 11 1 14 2 6.12699102902375 1.11038377596327 0.593693409305756 0.353444461253454 0.180153458216895 0.878693757296238 0.0243309893541308 0.0046911194177979 0 88.6080314512934 88.6080314512934 0 0
"45" 1979-11-14 11 1 14 2 6.12699102902375 1.11038377596327 0.593693409305756 0.353444461253454 0.180153458216895 0.878693757296238 0.0243309893541308 0.0046911194177979 0 88.6080314512934 88.6080314512934 0 0
"46" 1979-11-15 11 1 14 2 6.12699102902375 1.11038377596327 0.593693409305756 0.353444461253454 0.180153458216895 0.878693757296238 0.0243309893541308 0.0046911194177979 0 88.6080314512934 88.6080314512934 0 0
"47" 1979-11-16 11 1 14 2 6.12699102902375 1.11038377596327 0.593693409305756 0.353444461253454 0.180153458216895 0.878693757296238 0.0243309893541308 0.0046911194177979 0 88.6080314512934 88.6080314512934 0 0
"48" 1979-11-17 11 1 14 2 6.12699102902375 1.11038377596327 0.593693409305756 0.353444461253454 0.180153458216895 0.878693757296238 0.0243309893541308 0.0046911194177979 0 88.6080314512934 88.6080314512934 0 0
"49" 1979-11-18 11 1 14 2 6.12699102902375 1.11038377596327 0.593693409305756 0.353444461253454 0.180153458216895 0.878693757296238 0.0243309893541308 0.0046911194177979 0 88.6080314512934 88.6080314512934 0 0
"50" 1979-11-19 11 1 14 2 6.12699102902375 1.11038377596327 0.593693409305756 0.353444461253454 0.180153458216895 0.878693757296238 0.0243309893541308 0.0046911194177979 0 88.6080314512934 88.6080314512934 0 0
"51" 1979-11-20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"52" 1979-11-21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"53" 1979-11-22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"54" 1979-11-23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"55" 1979-11-24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"56" 1979-11-25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"57" 1979-11-26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"58" 1979-11-27 3 1 11 2 1.5828981530343 0.813459633413118 0.439289804590831 0.709372018210714 1.26476730404992 0.96896265460193 0.0174248862990768 0.0142235991897255 2.71601198726433 28.4490397625617 7.16839722594418 21.2806425366175 0
