"date" "event_type" "event_count" "Qduration" "t2pd" "peak" "temp.cv" "Pmax.vol.ratio" "space_cv" "mean_RM_ant" "ant_sm" "space_cv_sm" "cov_SM_RM_ts_mean" "snow.cover.cov" "volumeP" "volumeR" "volumeM" "frozen.cover.cov"
"1037" 1982-08-02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1038" 1982-08-03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1039" 1982-08-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1040" 1982-08-05 15 8 8 3 2.01398627968338 0.926525128462296 0.426591694311905 0.156153758447367 0.0340799122026252 0.932474459960152 0.0190388306024281 -0.00184121878529966 0 37.7065654269746 37.7065654269746 0 0
"1041" 1982-08-06 15 8 8 3 2.01398627968338 0.926525128462296 0.426591694311905 0.156153758447367 0.0340799122026252 0.932474459960152 0.0190388306024281 -0.00184121878529966 0 37.7065654269746 37.7065654269746 0 0
"1042" 1982-08-07 15 8 8 3 2.01398627968338 0.926525128462296 0.426591694311905 0.156153758447367 0.0340799122026252 0.932474459960152 0.0190388306024281 -0.00184121878529966 0 37.7065654269746 37.7065654269746 0 0
"1043" 1982-08-08 15 8 8 3 2.01398627968338 0.926525128462296 0.426591694311905 0.156153758447367 0.0340799122026252 0.932474459960152 0.0190388306024281 -0.00184121878529966 0 37.7065654269746 37.7065654269746 0 0
"1044" 1982-08-09 15 8 8 3 2.01398627968338 0.926525128462296 0.426591694311905 0.156153758447367 0.0340799122026252 0.932474459960152 0.0190388306024281 -0.00184121878529966 0 37.7065654269746 37.7065654269746 0 0
"1045" 1982-08-10 15 8 8 3 2.01398627968338 0.926525128462296 0.426591694311905 0.156153758447367 0.0340799122026252 0.932474459960152 0.0190388306024281 -0.00184121878529966 0 37.7065654269746 37.7065654269746 0 0
"1046" 1982-08-11 15 8 8 3 2.01398627968338 0.926525128462296 0.426591694311905 0.156153758447367 0.0340799122026252 0.932474459960152 0.0190388306024281 -0.00184121878529966 0 37.7065654269746 37.7065654269746 0 0
"1047" 1982-08-12 15 8 8 3 2.01398627968338 0.926525128462296 0.426591694311905 0.156153758447367 0.0340799122026252 0.932474459960152 0.0190388306024281 -0.00184121878529966 0 37.7065654269746 37.7065654269746 0 0
"1048" 1982-08-13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1049" 1982-08-14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1050" 1982-08-15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1051" 1982-08-16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1052" 1982-08-17 13 3 2 1 0.902754617414248 1.11493250828105 0.734220372182763 0.173333077282396 0.0639449494980751 0.919060017200762 0.0103712934230807 0.00797516397121205 0 17.5713667997112 17.5713667997112 0 0
"1053" 1982-08-18 13 3 2 1 0.902754617414248 1.11493250828105 0.734220372182763 0.173333077282396 0.0639449494980751 0.919060017200762 0.0103712934230807 0.00797516397121205 0 17.5713667997112 17.5713667997112 0 0
"1054" 1982-08-19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1055" 1982-08-20 12 3 10 2 1.11670290237467 1.24367911433663 0.797533889654633 0.122470496046292 -0.0820984212791926 0.923510545753237 0.012985475279397 -0.000475671108838735 0 18.1259893436515 18.1259893436515 0 0
"1056" 1982-08-21 12 3 10 2 1.11670290237467 1.24367911433663 0.797533889654633 0.122470496046292 -0.0820984212791926 0.923510545753237 0.012985475279397 -0.000475671108838735 0 18.1259893436515 18.1259893436515 0 0
"1057" 1982-08-22 12 3 10 2 1.11670290237467 1.24367911433663 0.797533889654633 0.122470496046292 -0.0820984212791926 0.923510545753237 0.012985475279397 -0.000475671108838735 0 18.1259893436515 18.1259893436515 0 0
"1058" 1982-08-23 12 3 10 2 1.11670290237467 1.24367911433663 0.797533889654633 0.122470496046292 -0.0820984212791926 0.923510545753237 0.012985475279397 -0.000475671108838735 0 18.1259893436515 18.1259893436515 0 0
"1059" 1982-08-24 12 3 10 2 1.11670290237467 1.24367911433663 0.797533889654633 0.122470496046292 -0.0820984212791926 0.923510545753237 0.012985475279397 -0.000475671108838735 0 18.1259893436515 18.1259893436515 0 0
"1060" 1982-08-25 12 3 10 2 1.11670290237467 1.24367911433663 0.797533889654633 0.122470496046292 -0.0820984212791926 0.923510545753237 0.012985475279397 -0.000475671108838735 0 18.1259893436515 18.1259893436515 0 0
"1061" 1982-08-26 12 3 10 2 1.11670290237467 1.24367911433663 0.797533889654633 0.122470496046292 -0.0820984212791926 0.923510545753237 0.012985475279397 -0.000475671108838735 0 18.1259893436515 18.1259893436515 0 0
"1062" 1982-08-27 12 3 10 2 1.11670290237467 1.24367911433663 0.797533889654633 0.122470496046292 -0.0820984212791926 0.923510545753237 0.012985475279397 -0.000475671108838735 0 18.1259893436515 18.1259893436515 0 0
"1063" 1982-08-28 12 3 10 2 1.11670290237467 1.24367911433663 0.797533889654633 0.122470496046292 -0.0820984212791926 0.923510545753237 0.012985475279397 -0.000475671108838735 0 18.1259893436515 18.1259893436515 0 0
"1064" 1982-08-29 12 3 10 2 1.11670290237467 1.24367911433663 0.797533889654633 0.122470496046292 -0.0820984212791926 0.923510545753237 0.012985475279397 -0.000475671108838735 0 18.1259893436515 18.1259893436515 0 0
"1065" 1982-08-30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1066" 1982-08-31 12 4 5 2 1.15488759894459 1.22565906664778 0.78940723723047 0.141870399391198 -0.0659279437318159 0.928340107092442 0.0142722552549047 0.00319109401805852 0 17.2954770517581 17.2954770517581 0 0
"1067" 1982-09-01 12 4 5 2 1.15488759894459 1.22565906664778 0.78940723723047 0.141870399391198 -0.0659279437318159 0.928340107092442 0.0142722552549047 0.00319109401805852 0 17.2954770517581 17.2954770517581 0 0
"1068" 1982-09-02 12 4 5 2 1.15488759894459 1.22565906664778 0.78940723723047 0.141870399391198 -0.0659279437318159 0.928340107092442 0.0142722552549047 0.00319109401805852 0 17.2954770517581 17.2954770517581 0 0
"1069" 1982-09-03 12 4 5 2 1.15488759894459 1.22565906664778 0.78940723723047 0.141870399391198 -0.0659279437318159 0.928340107092442 0.0142722552549047 0.00319109401805852 0 17.2954770517581 17.2954770517581 0 0
"1070" 1982-09-04 12 4 5 2 1.15488759894459 1.22565906664778 0.78940723723047 0.141870399391198 -0.0659279437318159 0.928340107092442 0.0142722552549047 0.00319109401805852 0 17.2954770517581 17.2954770517581 0 0
"1071" 1982-09-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1072" 1982-09-06 16 6 7 2 1.13174881266491 0.949201708418521 0.631650983684796 0.125861507125396 -0.154354134429047 0.924044661811285 0.0108112533962215 0.00262286637713175 0 15.8827163995902 15.8827163995902 0 0
"1073" 1982-09-07 16 6 7 2 1.13174881266491 0.949201708418521 0.631650983684796 0.125861507125396 -0.154354134429047 0.924044661811285 0.0108112533962215 0.00262286637713175 0 15.8827163995902 15.8827163995902 0 0
"1074" 1982-09-08 16 6 7 2 1.13174881266491 0.949201708418521 0.631650983684796 0.125861507125396 -0.154354134429047 0.924044661811285 0.0108112533962215 0.00262286637713175 0 15.8827163995902 15.8827163995902 0 0
"1075" 1982-09-09 16 6 7 2 1.13174881266491 0.949201708418521 0.631650983684796 0.125861507125396 -0.154354134429047 0.924044661811285 0.0108112533962215 0.00262286637713175 0 15.8827163995902 15.8827163995902 0 0
"1076" 1982-09-10 16 6 7 2 1.13174881266491 0.949201708418521 0.631650983684796 0.125861507125396 -0.154354134429047 0.924044661811285 0.0108112533962215 0.00262286637713175 0 15.8827163995902 15.8827163995902 0 0
"1077" 1982-09-11 16 6 7 2 1.13174881266491 0.949201708418521 0.631650983684796 0.125861507125396 -0.154354134429047 0.924044661811285 0.0108112533962215 0.00262286637713175 0 15.8827163995902 15.8827163995902 0 0
"1078" 1982-09-12 16 6 7 2 1.13174881266491 0.949201708418521 0.631650983684796 0.125861507125396 -0.154354134429047 0.924044661811285 0.0108112533962215 0.00262286637713175 0 15.8827163995902 15.8827163995902 0 0
"1079" 1982-09-13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1080" 1982-09-14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1081" 1982-09-15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1082" 1982-09-16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1083" 1982-09-17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1084" 1982-09-18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1085" 1982-09-19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1086" 1982-09-20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1087" 1982-09-21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1088" 1982-09-22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1089" 1982-09-23 12 5 3 1 0.707955672823219 1.36592870249175 0.852183388790167 0.150819007557811 -0.0118877545066175 0.874014878222684 0.0185459140560942 -0.00468931332134278 0 13.9575556005642 13.9575556005642 0 0
"1090" 1982-09-24 12 5 3 1 0.707955672823219 1.36592870249175 0.852183388790167 0.150819007557811 -0.0118877545066175 0.874014878222684 0.0185459140560942 -0.00468931332134278 0 13.9575556005642 13.9575556005642 0 0
"1091" 1982-09-25 12 5 3 1 0.707955672823219 1.36592870249175 0.852183388790167 0.150819007557811 -0.0118877545066175 0.874014878222684 0.0185459140560942 -0.00468931332134278 0 13.9575556005642 13.9575556005642 0 0
"1092" 1982-09-26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1093" 1982-09-27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1094" 1982-09-28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1095" 1982-09-29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1096" 1982-09-30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1097" 1982-10-01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1098" 1982-10-02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1099" 1982-10-03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1100" 1982-10-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1101" 1982-10-05 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1102" 1982-10-06 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1103" 1982-10-07 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1104" 1982-10-08 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1105" 1982-10-09 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1106" 1982-10-10 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1107" 1982-10-11 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1108" 1982-10-12 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1109" 1982-10-13 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1110" 1982-10-14 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1111" 1982-10-15 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1112" 1982-10-16 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1113" 1982-10-17 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1114" 1982-10-18 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1115" 1982-10-19 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1116" 1982-10-20 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1117" 1982-10-21 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1118" 1982-10-22 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1119" 1982-10-23 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1120" 1982-10-24 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1121" 1982-10-25 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1122" 1982-10-26 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1123" 1982-10-27 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1124" 1982-10-28 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1125" 1982-10-29 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1126" 1982-10-30 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1127" 1982-10-31 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1128" 1982-11-01 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1129" 1982-11-02 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1130" 1982-11-03 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1131" 1982-11-04 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1132" 1982-11-05 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1133" 1982-11-06 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1134" 1982-11-07 14 12 34 10 8.47221530343008 1.26754585560871 0.325928896105466 0.372812646414307 0.20986903629073 0.884401426566937 0.0193216743332904 0.00324437102601158 0 133.824956367846 133.824956367846 0 0
"1135" 1982-11-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1136" 1982-11-09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1137" 1982-11-10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1138" 1982-11-11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1139" 1982-11-12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1140" 1982-11-13 3 17 21 7 2.62972875989446 0.76358995298089 0.249017135816702 0.395940876052479 0.1636264842392 0.966269299185056 0.0111349502190117 0.00366235898872622 0.485611785083746 55.0617736550444 48.0882161384279 6.97355751661642 0
"1141" 1982-11-14 3 17 21 7 2.62972875989446 0.76358995298089 0.249017135816702 0.395940876052479 0.1636264842392 0.966269299185056 0.0111349502190117 0.00366235898872622 0.485611785083746 55.0617736550444 48.0882161384279 6.97355751661642 0
"1142" 1982-11-15 3 17 21 7 2.62972875989446 0.76358995298089 0.249017135816702 0.395940876052479 0.1636264842392 0.966269299185056 0.0111349502190117 0.00366235898872622 0.485611785083746 55.0617736550444 48.0882161384279 6.97355751661642 0
"1143" 1982-11-16 3 17 21 7 2.62972875989446 0.76358995298089 0.249017135816702 0.395940876052479 0.1636264842392 0.966269299185056 0.0111349502190117 0.00366235898872622 0.485611785083746 55.0617736550444 48.0882161384279 6.97355751661642 0
"1144" 1982-11-17 3 17 21 7 2.62972875989446 0.76358995298089 0.249017135816702 0.395940876052479 0.1636264842392 0.966269299185056 0.0111349502190117 0.00366235898872622 0.485611785083746 55.0617736550444 48.0882161384279 6.97355751661642 0
"1145" 1982-11-18 3 17 21 7 2.62972875989446 0.76358995298089 0.249017135816702 0.395940876052479 0.1636264842392 0.966269299185056 0.0111349502190117 0.00366235898872622 0.485611785083746 55.0617736550444 48.0882161384279 6.97355751661642 0
"1146" 1982-11-19 3 17 21 7 2.62972875989446 0.76358995298089 0.249017135816702 0.395940876052479 0.1636264842392 0.966269299185056 0.0111349502190117 0.00366235898872622 0.485611785083746 55.0617736550444 48.0882161384279 6.97355751661642 0
"1147" 1982-11-20 3 17 21 7 2.62972875989446 0.76358995298089 0.249017135816702 0.395940876052479 0.1636264842392 0.966269299185056 0.0111349502190117 0.00366235898872622 0.485611785083746 55.0617736550444 48.0882161384279 6.97355751661642 0
"1148" 1982-11-21 3 17 21 7 2.62972875989446 0.76358995298089 0.249017135816702 0.395940876052479 0.1636264842392 0.966269299185056 0.0111349502190117 0.00366235898872622 0.485611785083746 55.0617736550444 48.0882161384279 6.97355751661642 0
"1149" 1982-11-22 3 17 21 7 2.62972875989446 0.76358995298089 0.249017135816702 0.395940876052479 0.1636264842392 0.966269299185056 0.0111349502190117 0.00366235898872622 0.485611785083746 55.0617736550444 48.0882161384279 6.97355751661642 0
"1150" 1982-11-23 3 17 21 7 2.62972875989446 0.76358995298089 0.249017135816702 0.395940876052479 0.1636264842392 0.966269299185056 0.0111349502190117 0.00366235898872622 0.485611785083746 55.0617736550444 48.0882161384279 6.97355751661642 0
"1151" 1982-11-24 3 17 21 7 2.62972875989446 0.76358995298089 0.249017135816702 0.395940876052479 0.1636264842392 0.966269299185056 0.0111349502190117 0.00366235898872622 0.485611785083746 55.0617736550444 48.0882161384279 6.97355751661642 0
"1152" 1982-11-25 3 17 21 7 2.62972875989446 0.76358995298089 0.249017135816702 0.395940876052479 0.1636264842392 0.966269299185056 0.0111349502190117 0.00366235898872622 0.485611785083746 55.0617736550444 48.0882161384279 6.97355751661642 0
"1153" 1982-11-26 3 17 21 7 2.62972875989446 0.76358995298089 0.249017135816702 0.395940876052479 0.1636264842392 0.966269299185056 0.0111349502190117 0.00366235898872622 0.485611785083746 55.0617736550444 48.0882161384279 6.97355751661642 0
"1154" 1982-11-27 3 17 21 7 2.62972875989446 0.76358995298089 0.249017135816702 0.395940876052479 0.1636264842392 0.966269299185056 0.0111349502190117 0.00366235898872622 0.485611785083746 55.0617736550444 48.0882161384279 6.97355751661642 0
"1155" 1982-11-28 3 17 21 7 2.62972875989446 0.76358995298089 0.249017135816702 0.395940876052479 0.1636264842392 0.966269299185056 0.0111349502190117 0.00366235898872622 0.485611785083746 55.0617736550444 48.0882161384279 6.97355751661642 0
"1156" 1982-11-29 3 17 21 7 2.62972875989446 0.76358995298089 0.249017135816702 0.395940876052479 0.1636264842392 0.966269299185056 0.0111349502190117 0.00366235898872622 0.485611785083746 55.0617736550444 48.0882161384279 6.97355751661642 0
"1157" 1982-11-30 3 17 21 7 2.62972875989446 0.76358995298089 0.249017135816702 0.395940876052479 0.1636264842392 0.966269299185056 0.0111349502190117 0.00366235898872622 0.485611785083746 55.0617736550444 48.0882161384279 6.97355751661642 0
"1158" 1982-12-01 3 17 21 7 2.62972875989446 0.76358995298089 0.249017135816702 0.395940876052479 0.1636264842392 0.966269299185056 0.0111349502190117 0.00366235898872622 0.485611785083746 55.0617736550444 48.0882161384279 6.97355751661642 0
"1159" 1982-12-02 3 17 21 7 2.62972875989446 0.76358995298089 0.249017135816702 0.395940876052479 0.1636264842392 0.966269299185056 0.0111349502190117 0.00366235898872622 0.485611785083746 55.0617736550444 48.0882161384279 6.97355751661642 0
"1160" 1982-12-03 3 17 21 7 2.62972875989446 0.76358995298089 0.249017135816702 0.395940876052479 0.1636264842392 0.966269299185056 0.0111349502190117 0.00366235898872622 0.485611785083746 55.0617736550444 48.0882161384279 6.97355751661642 0
"1161" 1982-12-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1162" 1982-12-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1163" 1982-12-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1164" 1982-12-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1165" 1982-12-08 2 2 7 4 4.8080802110818 0.547583802242049 0.247606221496138 0.273422920882446 0.0868938725013572 0.982479781035069 0.0118168259676399 0.00275456415225161 0.213684748637796 65.091403423922 64.6600641059211 0.431339318000926 0.176986792458908
"1166" 1982-12-09 2 2 7 4 4.8080802110818 0.547583802242049 0.247606221496138 0.273422920882446 0.0868938725013572 0.982479781035069 0.0118168259676399 0.00275456415225161 0.213684748637796 65.091403423922 64.6600641059211 0.431339318000926 0.176986792458908
"1167" 1982-12-10 2 2 7 4 4.8080802110818 0.547583802242049 0.247606221496138 0.273422920882446 0.0868938725013572 0.982479781035069 0.0118168259676399 0.00275456415225161 0.213684748637796 65.091403423922 64.6600641059211 0.431339318000926 0.176986792458908
"1168" 1982-12-11 2 2 7 4 4.8080802110818 0.547583802242049 0.247606221496138 0.273422920882446 0.0868938725013572 0.982479781035069 0.0118168259676399 0.00275456415225161 0.213684748637796 65.091403423922 64.6600641059211 0.431339318000926 0.176986792458908
"1169" 1982-12-12 2 2 7 4 4.8080802110818 0.547583802242049 0.247606221496138 0.273422920882446 0.0868938725013572 0.982479781035069 0.0118168259676399 0.00275456415225161 0.213684748637796 65.091403423922 64.6600641059211 0.431339318000926 0.176986792458908
"1170" 1982-12-13 2 2 7 4 4.8080802110818 0.547583802242049 0.247606221496138 0.273422920882446 0.0868938725013572 0.982479781035069 0.0118168259676399 0.00275456415225161 0.213684748637796 65.091403423922 64.6600641059211 0.431339318000926 0.176986792458908
"1171" 1982-12-14 2 2 7 4 4.8080802110818 0.547583802242049 0.247606221496138 0.273422920882446 0.0868938725013572 0.982479781035069 0.0118168259676399 0.00275456415225161 0.213684748637796 65.091403423922 64.6600641059211 0.431339318000926 0.176986792458908
"1172" 1982-12-15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1173" 1982-12-16 3 18 15 3 12.8209393139842 0.883360508983417 0.521700306057647 0.310687350243814 0.174973282869883 0.996769113880349 0.0088964203102424 0.00255027462927915 0.332847798365216 78.8308856105427 67.8058396141455 11.0250459963972 0
"1174" 1982-12-17 3 18 15 3 12.8209393139842 0.883360508983417 0.521700306057647 0.310687350243814 0.174973282869883 0.996769113880349 0.0088964203102424 0.00255027462927915 0.332847798365216 78.8308856105427 67.8058396141455 11.0250459963972 0
"1175" 1982-12-18 3 18 15 3 12.8209393139842 0.883360508983417 0.521700306057647 0.310687350243814 0.174973282869883 0.996769113880349 0.0088964203102424 0.00255027462927915 0.332847798365216 78.8308856105427 67.8058396141455 11.0250459963972 0
"1176" 1982-12-19 3 18 15 3 12.8209393139842 0.883360508983417 0.521700306057647 0.310687350243814 0.174973282869883 0.996769113880349 0.0088964203102424 0.00255027462927915 0.332847798365216 78.8308856105427 67.8058396141455 11.0250459963972 0
"1177" 1982-12-20 3 18 15 3 12.8209393139842 0.883360508983417 0.521700306057647 0.310687350243814 0.174973282869883 0.996769113880349 0.0088964203102424 0.00255027462927915 0.332847798365216 78.8308856105427 67.8058396141455 11.0250459963972 0
"1178" 1982-12-21 3 18 15 3 12.8209393139842 0.883360508983417 0.521700306057647 0.310687350243814 0.174973282869883 0.996769113880349 0.0088964203102424 0.00255027462927915 0.332847798365216 78.8308856105427 67.8058396141455 11.0250459963972 0
"1179" 1982-12-22 3 18 15 3 12.8209393139842 0.883360508983417 0.521700306057647 0.310687350243814 0.174973282869883 0.996769113880349 0.0088964203102424 0.00255027462927915 0.332847798365216 78.8308856105427 67.8058396141455 11.0250459963972 0
"1180" 1982-12-23 3 18 15 3 12.8209393139842 0.883360508983417 0.521700306057647 0.310687350243814 0.174973282869883 0.996769113880349 0.0088964203102424 0.00255027462927915 0.332847798365216 78.8308856105427 67.8058396141455 11.0250459963972 0
"1181" 1982-12-24 3 18 15 3 12.8209393139842 0.883360508983417 0.521700306057647 0.310687350243814 0.174973282869883 0.996769113880349 0.0088964203102424 0.00255027462927915 0.332847798365216 78.8308856105427 67.8058396141455 11.0250459963972 0
"1182" 1982-12-25 3 18 15 3 12.8209393139842 0.883360508983417 0.521700306057647 0.310687350243814 0.174973282869883 0.996769113880349 0.0088964203102424 0.00255027462927915 0.332847798365216 78.8308856105427 67.8058396141455 11.0250459963972 0
