date obs sim event_type event_count hydcase et eq
1979-10-01 0.320523482849604 0.487401126905834 0 0 0 0 0
1979-10-02 0.323145118733509 0.471114353172212 0 0 0 0 0
1979-10-03 0.313570448548813 0.455273065488541 0 0 2 2 -0.434049556024136
1979-10-04 0.309011081794195 0.439929070430269 0 0 -1 -2.5 -0.273271103157554
1979-10-05 0.301488126649077 0.425672532939705 0 0 -2 -7 -0.131410885245101
1979-10-06 0.303311873350924 0.412136572286311 0 0 1 -6.5 -0.14481110095796
1979-10-07 0.305249604221636 0.399354087497685 0 0 2 -6 -0.15821131667082
1979-10-08 0.290317678100264 0.387244985500537 0 0 -1 -5.16666666666667 -0.181472155647237
1979-10-09 0.284960422163588 0.37571339327422 0 0 -1 -4.33333333333333 -0.204732994623654
1979-10-10 0.277551451187335 0.364679101149057 0 0 -1 -3.5 -0.22799383360007
1979-10-11 0.268888654353562 0.354083212059223 0 0 -1 -2.66666666666667 -0.251254672576487
1979-10-12 0.274131926121372 0.343893191840778 0 0 -1 -1.83333333333333 -0.274515511552904
1979-10-13 0.264557255936676 0.357692039376419 0 0 -2 -1 -0.29777635052932
1979-10-14 0.273562005277045 0.357117236763369 0 0 1 -0.6 -0.196941439007226
1979-10-15 0.440206860158311 0.365556820487316 0 0 1 -0.2 -0.0961065274851326
1979-10-16 0.428238522427441 0.368316506291997 0 0 1 0.2 0.00472838403696126
1979-10-17 0.435077572559367 0.369893928606919 0 0 1 0.6 0.105563295559055
1979-10-18 0.455024802110818 0.368235965919619 0 0 2 1 0.206398207081149
1979-10-19 0.413990501319261 0.364565788460038 0 0 -1 0.857142857142857 0.0961950948674237
1979-10-20 0.354718733509235 0.359594165141729 0 0 -1 0.714285714285714 -0.00482349464740976
1979-10-21 0.31414036939314 0.353756877522593 0 0 -1 0.571428571428571 -0.0782885160655678
1979-10-22 0.316420052770449 0.347337672205905 0 0 -1 0.428571428571429 -0.124430044865448
1979-10-23 0.298182585751979 0.340535965970843 0 0 -1 0.285714285714286 -0.14324808104705
1979-10-24 0.279945118733509 0.333492765240454 0 0 -1 0.142857142857143 -0.122828937951759
1979-10-25 0.29841055408971 0.326314110866762 0 0 -1 0 -0.0893307350975047
1979-10-26 0.287582058047493 0.319080759529523 0 0 -1 -0.142857142857143 -0.157030827252231
1979-10-27 0.247915567282322 0.317623759694204 0 0 -1 -0.285714285714286 -0.194002911558475
1979-10-28 0.268660686015831 0.311661362119265 0 0 -1 -0.428571428571429 -0.13879097231927
1979-10-29 0.277893403693931 0.305449924690519 0 0 -1 -0.571428571428571 -0.0891470700060588
1979-10-30 0.286214248021108 0.29917157914869 0 0 -1 -0.714285714285714 -0.0450712046188404
1979-10-31 0.27618364116095 0.293534776692989 0 0 -1 -0.857142857142857 -0.0466322575310065
1979-11-01 0.265355145118734 0.288120903523149 0 0 -2 -1 -0.0634056165429673
1979-11-02 0.276069656992084 0.282731015587869 0 0 1 -1.33333333333333 -0.0215012870758421
1979-11-03 0.324854881266491 0.287873660376442 0 0 1 -1.66666666666667 -0.292512082124209
1979-11-04 0.27618364116095 0.289052097951557 0 0 1 -2 -1.02480576329662
