date obs sim event_type event_count hydcase et eq
1979-10-01 0.320523482849604 0.500202789901444 0 0 0 0 0
1979-10-02 0.323145118733509 0.488849668705605 0 0 0 0 0
1979-10-03 0.313570448548813 0.477431309519837 0 0 2 2 -0.458683899972066
1979-10-04 0.309011081794195 0.466054326517086 0 0 -1 1.7 -0.447539082517178
1979-10-05 0.301488126649077 0.454919286749272 0 0 -1 1.4 -0.430129963116431
1979-10-06 0.303311873350924 0.444111691254061 0 0 -1 1.1 -0.400192239823968
1979-10-07 0.305249604221636 0.433654423516253 0 0 -1 0.800000000000001 -0.388002659803876
1979-10-08 0.290317678100264 0.423537837913937 0 0 -1 0.5 -0.384687151419971
1979-10-09 0.284960422163588 0.413742213245138 0 0 -1 0.200000000000001 -0.376251784354009
1979-10-10 0.277551451187335 0.404247184472603 0 0 -1 -0.0999999999999983 -0.367572451027668
1979-10-11 0.268888654353562 0.39503523340289 0 0 -1 -0.399999999999999 -0.35840518518057
1979-10-12 0.274131926121372 0.386095994207681 0 0 -1 -0.7 -0.366133795126818
1979-10-13 0.264557255936676 0.3938552275491 0 0 -2 -1 -0.382310342969738
1979-10-14 0.273562005277045 0.389603459715911 0 0 1 -0.2 -0.276551810885424
1979-10-15 0.440206860158311 0.392920318911179 0 0 1 0.6 -0.170793278801109
1979-10-16 0.428238522427441 0.390855946733144 0 0 1 1.4 -0.0650347467167949
1979-10-17 0.435077572559367 0.389619172047682 0 0 1 2.2 0.0407237853675196
1979-10-18 0.455024802110818 0.386639082349642 0 0 2 3 0.146482317451834
1979-10-19 0.413990501319261 0.382518183163451 0 0 -1 2 0.0506629954454224
1979-10-20 0.354718733509235 0.377636085472553 0 0 -1 1 -0.0607572977271532
1979-10-21 0.31414036939314 0.372243003533389 0 0 -1 2.38697950294409e-15 -0.130694039991128
1979-10-22 0.316420052770449 0.366509008285066 0 0 -1 -1 -0.138611073994478
1979-10-23 0.298182585751979 0.360554057621017 0 0 -1 -2 -0.156201373434603
1979-10-24 0.279945118733509 0.354463590171757 0 0 -1 -3 -0.150964950438629
1979-10-25 0.29841055408971 0.348300953086065 0 0 -1 -4 -0.123394019655027
1979-10-26 0.287582058047493 0.342114116628995 0 0 -1 -5 -0.119729520624993
1979-10-27 0.247915567282322 0.338506715668937 0 0 -2 -6 -0.210574952319396
1979-10-28 0.268660686015831 0.332737080968694 0 0 1 -5.09090909090909 -0.152389327953027
1979-10-29 0.277893403693931 0.326962239823105 0 0 1 -4.18181818181818 -0.102977856589099
1979-10-30 0.286214248021108 0.321430522177915 0 0 1 -3.27272727272727 -0.0974371502373819
1979-10-31 0.27618364116095 0.316399956637509 0 0 1 -2.36363636363637 -0.0997743941100344
1979-11-01 0.265355145118734 0.311329909800453 0 0 1 -1.45454545454546 -0.117867538431427
1979-11-02 0.276069656992084 0.306263704106915 0 0 1 -0.545454545454545 -0.0915440320210841
1979-11-03 0.324854881266491 0.308531409104942 0 0 1 0.363636363636366 -0.0208038748790047
1979-11-04 0.27618364116095 0.306412346857656 0 0 1 1.27272727272727 0.104229734541474
1979-11-05 0.329072295514512 0.636262113461618 0 0 1 2.18181818181818 0.256410070101153
1979-11-06 0.809971503957784 1.06929280912698 11 1 1 3.09090909090909 0.975618365723625
1979-11-07 6.12699102902375 1.43493031085711 11 1 2 4 1.80823225335865
1979-11-08 5.62637255936675 1.90381516331398 11 1 -1 4.8 1.77646246424328
1979-11-09 4.27235461741425 2.46972651801648 11 1 -1 5.6 1.73008466379786
1979-11-10 3.25174036939314 2.87827100077208 11 1 -1 6.4 1.65449084069231
1979-11-11 2.51677044854881 3.07848777507108 11 1 -1 7.2 1.56014093994187
1979-11-12 1.94833139841689 3.22427727436563 11 1 -2 8 1.45641300036897
1979-11-13 2.28116517150396 3.24816584639661 11 1 1 5.33333333333333 0.333105554287336
1979-11-14 3.25322216358839 3.34506611574297 11 1 1 2.66666666666667 0.0223039570141046
1979-11-15 3.37404538258575 3.89212899594689 11 1 2 0 -0.142601480881543
1979-11-16 3.19007493403694 3.83822777833204 11 1 -1 0.0416666666666655 -0.235963487182
1979-11-17 2.53945329815303 3.61892250436313 11 1 -1 0.0833333333333321 -0.348442194193461
1979-11-18 2.06904063324538 3.49205133139029 11 1 -1 0.125000000000002 -0.50871265298243
1979-11-19 1.69882005277045 3.38381706768583 11 1 -1 0.166666666666669 -0.61919541087266
1979-11-20 1.53274511873351 3.1811506743993 0 0 -1 0.208333333333334 -0.692337393088833
1979-11-21 1.53981213720317 2.91916234670593 0 0 -1 0.25 -0.70269744812841
1979-11-22 1.30682849604222 2.69592856679907 0 0 -1 0.291666666666666 -0.705950057828728
1979-11-23 1.19250237467018 2.48470924572976 0 0 -1 0.333333333333331 -0.729339922670086
1979-11-24 1.06575197889182 2.29177981422135 0 0 -1 0.374999999999997 -0.750606665616665
