"date" "Env_prec" "Env_temp" "Env_pet" "PAR_swe" "PAR_sm" "PAR_aet" "PAR_sm_perc" "PAR_lf_s" "PAR_lf_q" "PAR_gw_s" "PAR_gwr" "PAR_gw2gw" "PAR_gw2r" "PAR_river_s"
"3653" 1979-10-01 0 16.4358741090976 3.15501159050657 0 -2.73923261311392 1.90681201828913 0.832420594824781 -0.173830798367384 0.00471492245205959 0.0120313338162827 0.842700727328123 0.00862735812172149 0.0197540496757344 -0.00328018429124357
"3654" 1979-10-02 0 18.2975421211211 3.49013884717047 0 -2.89423087496462 2.08703174644828 0.807199128516344 -0.147680175541857 0.00403694060693841 -0.0126001524714021 0.818083208490142 0.00862860634694231 0.019750443432866 -0.00294468915476578
"3655" 1979-10-03 0.100000001490116 21.2719564159831 3.8313896055136 0 -2.95947832418157 2.26523722186144 0.781710200097933 -0.116054472564657 0.00355100998274942 -0.0374445225249059 0.793120256179522 0.00862830921801483 0.0197440589407599 -0.00262916936229113
"3656" 1979-10-04 0.0173395869633614 22.2135161001167 3.08988365623303 0 -2.54373842090062 1.79865482840363 0.759918518353411 -0.109567499351591 0.0031166507042316 -0.059293550482309 0.771033513236521 0.00862648086427219 0.0197353651828212 -0.00233302566109979
"3657" 1979-10-05 0.47963120900987 21.625093684759 2.75659554157828 0 -1.93439901651713 1.59903859178616 0.744624075284972 -0.039332277271178 0.0031082523640601 -0.0736849273651462 0.75633525917046 0.00862433478533271 0.0197251407531113 -0.00179057077247404
"3658" 1979-10-06 0.537227595898072 20.9042155315581 2.48800495047329 0 -1.69849203190837 1.42700365495475 0.730754134111711 -0.0363806212159233 0.00319550809482194 -0.0915742466487358 0.738038039902262 0.00862080222221671 0.0197128837996282 -0.00122950641374953
"3659" 1979-10-07 0.55530354857906 20.7123385404143 3.21709831431053 0 -2.05904722385621 1.83313853241091 0.71355524233647 -0.0409657766227413 0.00288700433252587 -0.107683211750516 0.721439161049329 0.00861639823023322 0.0196985203917952 -0.00116292182647116
"3660" 1979-10-08 0.0962540965399879 22.8436999497263 3.67256767785303 0 -2.66793182995355 2.0608666138296 0.691942081008079 -0.0827891360783627 0.00252893582406866 -0.127603904925625 0.700924854071841 0.00861079850170729 0.0196817892525268 -0.00116436457495033
"3661" 1979-10-09 0.0310415369557856 24.5485405794196 4.15551659688842 0 -2.94639919284868 2.30551657343502 0.668291156086086 -0.0785511088049917 0.00223381671756136 -0.148917929856496 0.678906352836498 0.0086039679840577 0.0196625793862277 -0.00113446030244652
"3662" 1979-10-10 0.0058453498711127 24.157750910889 3.57251902096562 0 -2.59514054699203 1.95255933628405 0.647516899249495 -0.0714625813702678 0.00198568841224446 -0.168653203599258 0.658360709724887 0.00859580357368499 0.0196412354272078 -0.00108625288856654
"3663" 1979-10-11 0.00063048230864849 23.0741914539117 3.42548086629519 0 -2.4868163254986 1.85943939037285 0.627918559279085 -0.0642440850132926 0.00178105776370486 -0.18714142667794 0.638963034882366 0.0085865208875836 0.0196179098659931 -0.0010237444626397
